user,date,rating,content
Sleepin_Dragon,"Jul 9, 2023",10/10,"Young FBI agent Clarice Starling is on the trail of a ruthless serial killer, enlisting the help of the notorious cannibal and master manipulator, Dr. Hannibal Lecter.If suspense thrillers are your thing, this has to be counted among the greatest ever made. The film is genuinely unsettling throughout-you're never quite sure who is playing who.There's an absence of blood and gore; it relies purely on story and acting. For my money, it's infinitely superior to the sequels. The psychological terror is what makes this film so enduring.Jodie Foster is excellent as Clarice, but Anthony Hopkins... what can you say? Another performance that fully reminds you he's one of the very best. Outstanding.The chemistry between Hopkins and Foster is off the scale: the tension, the unease, the uncomfortable yet compelling bond-it's riveting.I think this is where my love of Chianti comes from.10/10."
MaxBorg89,"Oct 22, 2005",10/10,"The Silence of the Lambs runs two hours.Anthony Hopkins appears for little more than sixteen minutes, yet during those minutes he hasn't bored you for a second, not even after the tenth or eleventh viewing. Such is the power of his performance, it's absolutely impossible to forget him.His character, Dr.Hannibal""The Cannibal"" Lecter, is a brutal killer with revolting methods and habits, but he's also very intelligent, charismatic and with good taste(you can interpret that as you like).A clichè by now, but who cares? He still is one of the key elements in this wonderful thriller, which sees Jodie Foster's Clarice Starling asking for Lecter's help to catch another killer.The result is a dangerous yet fascinating relationship between the young, unexperienced FBI-agent and the convicted,but basically omnipotent, psychiatrist.He's a step ahead of everyone all the time, and makes sure everyone notices, with his witty, unforgettable one-liners.If there had to be only one reason to worship this movie, then it would have to be the chemistry between the two leading actors.Never before has a non-sexual man/woman connection been more thrilling.Never before has a film's ending been more unsettling and brilliant and left us asking for more.Best watched with a nice Chianti...P.S. dear film-buffs, have the lambs stopped screaming?"
Scudder-3,"Feb 19, 1999",N/A,"Sweeping all five major Academy Awards (""Oscars"" for Best Movie, Director, Actor, Actress, Screenplay) is quite an accomplishment.  Doing it nearly a year after a film was released is a miracle considering the notoriously short attention span of Oscar voters.  It is a powerful example of how great a movie can be when superb writers, directors, actors, and others work at the top of their craft.`Silence of the Lambs' is  the story of a young FBI trainee Clarice Starling (Jodie Foster) who is summoned to help find one serial killer called `Buffalo Bill.' by interviewing another.  Foster's performance is absolutely brilliant.  While Anthony Hopkins receives most of the (well-deserved) praise for his chilling portrayal of incarcerated serial killer `Hannibal the Cannibal' Lector', it is Foster's performance that holds the movie together.  The fear she shows just behind her eyes makes Clarice's outward courage all the more interesting and vulnerable.  This is the perfect way to play the part because it explains Lector's interest in Clarice.  Her only bargaining chip in getting Lector's help is to let him `feed' on her innermost secrets and fears in exchange for his brilliant insights into the psychotic mind.  The title of the movie comes from these exchanges and is very poignant.Director Jonathan Demme is masterful.  There is one scene late in the movie that I will not spoil.  It is one of the most simply brilliant scenes ever staged in a movie.  I don't know if all the credit goes to Demme or the writers, but there is a moment in the film where the suspense builds beautifully to a what seems to be a common movie scene.  However, through skillful timing of the direction, the audiences assumptions are used against them and when the truth is revealed (hint: it involves a doorbell) it is shocking and induced a collective gasp from the audience I saw it with at the theatre.  It set the stage for an edge-of-your seat climax.Do not miss this movie.The movie is incredibly suspenseful and an absolute must see."
rogersellie-08609,"Aug 28, 2023",9/10,"Admittedly, I am not the most well versed when it comes to cinema and more importantly well thought-out and thorough reviews of cinema however I wanted to attempt to talk about The Silence of the Lambs.This is quite possibly one of my most revisited horror films, I find myself returning to it without boredom quite often. Re-watchablity is something I have noticed to be heavily lacking in the horror genre, something I personally equate to the overuse of the jumpscare, which isn't such a terrible thing but the intended effect wears thin by the third viewing.Silence of the Lambs being a more psychological horror does an immensely interesting job in their depiction of ""deranged"" or mentally ill criminals. Obviously Hannibal himself can become quite alluring given his disturbed charisma alongside the dustings of his criminal, cannibal, activities. His interactions with Clarice are superb and I don't get tired of watching their bizarre chemistry. Plus Jodie Foster did an excellent job as an up and coming FBI student, evidently a small fish in a large, male dominated pond.On that note I think the depictions of her relationships with men in the film are rather well executed. I would love to one day do a deeper more insightful reflection on this film and actually take into account story and cinematography, all factors really but I'll leave it here for now."
Fella_shibby,"Aug 11, 2021",10/10,"I first saw this in the early 90s on a vhs and i still remember how two very old ladies were petrified n blabbering about the movie to my dad and one thing which stayed with me after that conversation was the praising of Hopkins acting by the two grumbling old geezers.I revisited it in the early 2k on a dvd which I own and was in awe by Hopkins mesmerizing performance.Revisited it the third time today but this time with my kids as they are 18 now but my wife is still not agreeable.Everything has been said about this first class thriller n there seems to be nothing left but i jus wanna contribute a lil by praising the performance of Hopkins.In the entire movie, it is Hopkins' screen presence n footage which keeps u glued.His character is charismatic but very dangerous that u don't wanna be rude with him.Some scenes are far fetched but like i said it is the mesmerizing performance by Anthony Hopkins which is the highlight."
ccthemovieman-1,"Jan 17, 2007",10/10,"I'll never forget my first viewing of this movie at the theater and will always look back fondly on it for one reason: helping me quit smoking cigarettes.I read the book first, was fascinated by it, and couldn't wait for the film to come out. That was the day I picked to quit smoking and I knew this movie would take my mind off that matter. I was expecting an intense movie and I got it. Little did I realize how well-received this film would be and how it propelled Anthony Hopkins to super-stardom.Although entertaining, this is not always a fun movie to watch, especially with the scenes with Ted Levine who plays the killer, ""Buffalo Bill."" ""Bill"" and his kidnapped young woman are sick and profane people, respectively, and their scenes are very unpleasant. This movie is not for the squeamish with those and other scenes involving the infamous Dr. Hannibal Lecter (Hopkins). There also is some extreme crudeness in the jail/dungeon where Lecter and other inmates are held.Jodie Foster is excellent as the FBI agent ""Clarice Starling"" and Scott Glenn is low-key and effective as ""Jack Crawford."" A major part of the film is psychological more than violent as Lecter constantly taunts ""Clarice,"" while she tries her best to manipulate him to help with a case. The by-play between the two is a game in itself.Hopkins, however, is the actor people remember best from this movie. His portrayal of the refined-yet-cannibalistic serial killer-doctor is one viewers will never forget. I've enjoyed watching him in the sequels, too. The looks on his face, his fascinating vocabulary with intelligent sarcasm and frankness, never ceases to entertain.""Silence Of The Lambs"" has turned into a modern-day ""classic."" If by some odd chance you have never seen this movie, be warned it is a dark, difficult story to watch at times....but it will get your mind off other things."
Vampyr-4,"Nov 14, 1998",9/10,This has to be the darkest and most brilliant film I have ever seen! The scene where Agent Starling is caught with the lights out has brought back my childish fears of the dark! Hopkins is one of the finest actors of our time. E-LECTORfying!
jennifernolanphoto,"Jul 17, 2024",10/10,"A masterful psychological thriller that remains one of the most chilling and compelling films ever made. The story follows FBI trainee Clarice Starling (Jodie Foster) as she seeks the help of imprisoned cannibalistic serial killer Dr. Hannibal Lecter to catch another serial killer, Buffalo Bill.Jodie Foster delivers a powerful performance as Clarice, portraying her determination and vulnerability with great depth. Anthony Hopkins' portrayal of Hannibal Lecter is iconic, with his chilling calmness and unsettling charisma creating one of the most memorable villains in cinematic history. The chemistry between Foster and Hopkins is electric, making their scenes together tense and riveting.This movie is a deep dive into the complexities of human psychology and the darkness within. Its ability to blend horror with psychological depth makes it a timeless classic that continues to captivate and disturb audiences."
Smells_Like_Cheese,"Aug 28, 2004",10/10,"I've seen way too many thrillers. You name it: ""Identity"", ""Seven"", ""The Usual Suspects"", etc., etc., etc. I remember my friend being so obsessed with ""Silence of the Lambs"", that it drove me crazy. And I hated the movie naturally and refused to see it. But everyone told me that I have to see this, so I let my guard down. And had an open mind, and I'm glad I did. My friend was right, this is a great movie. It is so well acted, I couldn't even describe. I loved ""Silence of the Lambs"" and would recommend it to anyone. It's creepy and exciting. Trust me, you'll love it.10/10"
daoldiges,"Oct 11, 2022",7/10,"I saw Lambs during its original release and thought it was pretty good. Having seen it again recently I did still enjoyed it but not quite to the extent I did originally. One thing that didn't hold up was Foster's performance. She still does fine but it did feel a bit forced at times. Her concerns regarding her background and the flashbacks seemed slight this time around. The wrap up regarding Buffalo Bill character seemed a little convenient here. As for the dialogue it still mostly worked but some of it did come off as trite and while not exactly dated, just ordinary. Despite some shortcomings The Silence of the Lambs is still a solid thriller worth checking out."
