user,date,rating,content
umunir-36959,"Aug 9, 2019",10/10,"One of the all time greats. Or probably the alone greatest thing ever made in the history of cinematography. This movie is both ""prequel"" and ""sequel"" of the first godfather movie. I have never watched anything like this in my entire life. This movie has explained the life of underworld people in a great way. It also shows how vengeance eradicates happiness from your life. People don't even care about their family in greed of power. It's a masterpiece that can never be written off even after centuries. Even if you are not into these kind of movies, I will suggest to watch it for atleast once in your life or you'll be deprived of one of the greatest things to watch that have been ever made."
DanB-4,"May 7, 1999",10/10,"The original Godfather is a brilliant work. It is in a sense a voyeuristic delight, allowing us to see the mafia from the inside - we become part of the family. It single-handedly change the world's view of organized crime, and created a cast of sympathetic characters, none of whom have a shred of common morality. It was the highest grossing movie of its time and Brando created a cultural icon whose influence resonates as strong today as it did in 1972.As extraordinary an achievement as this is, Part II is even better. It easily receives my nod as the best picture ever made. I have seen it at least 20 times, and each time its 200 minutes fly by.The movie uses flashbacks to brilliantly weave two tales. The main story is the reign of Michael Corleone as the world's most powerful criminal. Now reaping the benefits of legalized gambling in Las Vegas, Michael is an evident billionaire with an iron fist on a world of treachery.Behind this, Director Francis Ford Coppola spins the tale of the rise of Michael's father, Vito, to the center of the New York mafia. It is these scenes that make the film a work of art. Without spoiling, I will simply say the Robert DeNiro as the young Vito is the best acting performance of all time, a role  for which he won a richly deserved Oscar.The screenplay is full of delicious little underworld nuggets (""Keep your friends close ....."", ""I don't want to kill everyone, just my enemies""), while it blows a dense, twisted plot past you at a dizzying and merciless pace. The cinematography is depressing and atmospheric. The score continues in the eerie role of its predecessor, foretelling death and evil.All of this makes the movie great and infinitely watchable. But it's what's deeper inside this film ... what it is really about ... that is its true genius.The Godfather Part II is not really a movie about the mafia, it is a movie about a man's life long struggle. Michael controls a vast empire that is constantly slipping out of his hands. He grows increasingly distrustful and paranoid, and even shows signs that he hates his own life. Michael almost seems to resent the fact that he is a natural born crime lord, a man who puts the family business ahead of everything.The great Don Michael Corleone can never come to terms with one simple fact.... his father's empire was built on love and respect, Michael's empire is built on fear and violent treachery.See this movie. It's three-and-a-half hours very well spent."
taimur74,"May 9, 2001",10/10,"This movie is way to be good to be labelled a sequel to The Godfather . Rather it is more of a companion piece to the original and the two perfectly compliment each other . IT is both a sequel and prequel showing the rise of the young vito and moral decline of Micheal . Both characters are brought to life with uncanny ability by Robert  DeNiro and Al Pacino . To say that these two are good actors is like saying that a nuclear bomb makes a loud noise and in this movie they prove why they are at the top of their respective crafts .Al Pacino is the standout in the ensemble cast and its amazing how his eyes have changed from the first part . They are now cold , ruthless and unemotional and betray the price which Micheal Corleone has paid for power .Watch this movie and learn why it is the greatest gangster film of all time."
AgustinCesaratti,"Oct 6, 2019",10/10,"To say that this film is a sequel is a sin.
Al Pacino and Robert de Niro win the Oscar for this film, Robert de Niro's performance as Vito Corleone is perfect, every scene in which this one is perfect. Al Pacino as always perfect and unlike the first film, he is much better.PROS:EVERYTHING. The script, the direction, the cast, the performance, everything in this film is perfect and its 3 hours are worth it.CONS:NOTHING. This movie is perfect."
0U,"Feb 23, 2020",10/10,"""The Godfather: Part II"" is a very suspenseful drama with a very exciting story, with great acting and great special effects. I would definitely recommend you watch this movie...but first watch the original classic from 1972 ""The Godfather"" . The movie may not be as good as the first movie but is still an amazing sequel."
ballen8,"Feb 1, 2000",10/10,"The Godfather Part 2 is the finest sequel ever made and is arguably a finer film than the original Godfather. The film is divided into two main parts - the story of a young Vito Corleone (flawlessly acted by Robert De Niro and a worthy Oscar winner) and the rise to power of Michael as the head of the family. Francis Coppola recollaborated with many of the crew members of the first film and again achieves a quite superb period piece thanks to the cinematography of Gordon Willis and set design of Dean Tavoularis. The acting performances are outstanding, hence three supporting oscar nominations for acting guru Lee Strasberg (Hyman Roth), Michael Gazzo (Frank Pentangeli) and Robert De Niro (young Vito Corleone). Duvall, Keaton, Cazale and Shire all provided first rate performances but it is the performance of Al Pacino which steals the show, expertly portraying Michael as a cool, calculating, suspicious Don Corleone. The film expands upon the original movie and brings us into the family's activities in Nevada, Florida and Havana. Arguably the finest movie of the 70s, a cinematic masterpiece with the greatest ensemble acting you will probably see."
jzappa,"Feb 22, 2009",10/10,"Nino Rota's musical score plays an even greater role in this equal but different successor than it did in the predecessor. Yearning, lamenting, stimulating bygone ages, see how infectiously Nino Rota's music affects our sentiments for the savage events on screen. It is the pulse of the films. One cannot imagine them without their Nino Rota music. Against all our realistic deduction, it guides us to how to feel about the films, and condition us to understand the characters within their own world. Throughout the Corleone family's many criminal actions, we understand that one doesn't have to be a monster in order to live with having done them.In what is both a dual expansion of its predecessor and a masterpiece of juxtaposition in itself, we see Michael Corleone forfeit his remaining shreds of morality and become an empty shell, insecure and merciless. As his father quietly knew in his latter days would be so, Michael has lost sight of those values that made Don Corleone better than he had to be and has become a new godfather every bit as evil as he has to be. The score, with its tonal harmony, its honeyed and emotional aesthetics, is sad, and music can often evoke emotion more surely and subtly than story. Consider several operas with ridiculous stories and lyrics yet contain arias that literally move us to tears.The devolution of Michael Corleone is adjacent with flashbacks to the youth and young manhood of his father, Vito, played with paternal, home-loving subtlety by Robert De Niro. These scenes, in Sicily and old New York at the turn of the century, follow the conventional pattern of a young man on the rise and show the Mafia code being burned into the Corleone blood. No false romanticism conceals the necessity of murder to do business. We don't look at Vito as a victim of his environment, but a product of the depiction of the resorts to which the Italian culture had turned, initially to both protect their homeland and protect their livelihood as immigrants who came to America to be paid less than the blacks.The film opens in 1901 Corleone, Sicily, at the funeral procession for young Vito's father, who had been killed by the local Mafia chieftain, Don Ciccio, over an insult. During the procession, Vito's older brother is also murdered because he swore to avenge his father. Vito's mother goes to Ciccio to beg for the life of young Vito. When he refuses, she sacrifices herself to allow Vito to escape. They scour the town for him, warning the sleeping townsfolk against harboring the boy. With the aid of a few of the townspeople, Vito finds his way by ship to Ellis Island, where an immigration agent, mishearing Vito's hometown of Corleone as his name, registers him as Vito Corleone. From this very opening, and the events that gradually follow, we see that Vito's damnable early experiences have enhanced his sense of family, and his experience of revenge as a necessity was passed on to Vito's sons.The life of young Vito helps to explain the forming of the adult Don Corleone. As his unplanned successor Michael, his youngest child, transforms, we hark back to why, when his true desire is to make the Corleone family completely legitimate, he feels that he must play the game by its old rules. His wife says, ""You once told me: 'In five years, the Corleone family will be completely legitimate.' That was seven years ago."" What we have are two all-too-real narratives, two superb lead performances and lasting images. There is even a parallel between two elderly dons: Revenge must be had.I admire the way Coppola and Puzo require us to think along with Michael as he feels out fragile deliberations involving Miami boss Hyman Roth, his older brother Fredo, and the death of Sonny in the previous film. Who is against him? Why? Michael drifts several explanations past several key players, misleading them all, or nearly. It's like a game of blindfolded chess. He has to envision the moves without seeing them. Coppola shows Michael breaking under the burden. We recall that he was a war hero, a successful college student, forging an honest life. Ultimately Michael has no one by whom to swear but his aging mother. Michael's desolation in that scene of dialogue informs the film's closing shot.So this six-time Oscar-winning three-and-a-half-hour gangster epic is ultimately a dreary experience, a mourning for what could've been. It is a contrast with the earlier film, in which Don Corleone is seen defending old values against modern hungers. Young Vito was a murderer, too, as we more fully understand in the Sicily and New York scenes of Part II. But he was wise and diplomatic. Murder was personal. As Hyman Roth says, ""It had nothing to do with business."" The crucial difference between the father and son is that Vito is cognizant of and comprehending the needs, feelings, problems, and views of others, and Michael grows in the very opposite direction. Whereas the first movie was a taut ensemble piece, this second part is a more leisurely film that closely studies only these two characters, neither of whom share scenes with each other. Everyone else is periphery.It must be seen as a piece with the consummate mastership of The Godfather. When the characters in a film truly take on a simulated environmental existence for us, it becomes a film that everyone who cherishes movies to any extent should see at least once."
mentalcritic,"May 8, 2005",9/10,"The Godfather, Part II is one of the most revered sequels of all time, if not the most. While I prefer the original for a few reasons, this sequel is not without more than its fair share of merits. However, it also has one or two flaws that, if I am going to be fair, I have to mention. Since they will take up the least amount of space in my comments, I'll get them out of the way first. The first flaw, in my opinion, is a jumping sense of focus. As the story goes from one part of America to Cuba to Sicily to another part of America, one can get a little giddy with the to and fro. The other problem is that when the screenplay doesn't follow Mario Puzo's original writings, it doesn't quite work. The big conspiracy with a Jewish smuggler and unnamed Italian rivals in the New York or Nevada underworlds doesn't quite seem to gel. Both stories, the historical story of Vito Corleone and the present-day story of Michael's decline, really needed three hours of their own. It is interesting to note that of all the deleted footage that went into the Godfather Legacy miniseries, the majority came from this film.The acting from all concerned is top-notch, especially from Al Pacino, who sells himself beautifully as the dangerous head of a mafia family in spite of needing to be on platforms to appear at the same height as many of his castmates. Robert Duvall gives a workman-like performance, but he has little to do here other than act out the part of the ever-loyal brother. I think the fact that he was almost irrelevant to the storyline here has a lot to do with Duvall's refusal to join the cast of the third film. The real surprise here is John Cazale, who fleshes out Fredo Corleone far beyond anything in either the first film or the novel. It is unsurprising that all of the films Cazale has been in have been nominated for Best Picture. He portrays the rejected brother who just wants what he feels is his fair share with an uncanny grace. But these are just the highlights. The entire cast give top-notch performances, even the extras who appear for less than ten seconds.The best thing about a Godfather film is how it builds a simple story of a family who, whether they wanted it or not, happen to be in the business of organised crime. The bloodshed of this film, much as was the case in the original, is secondary to the simple premise that these are ordinary people in an extraordinary position. Francis Ford Coppola has previously stated that he saw The Godfather as a (relatively) modern King Lear, and that style is kept up in the sequel. Michael is in essence the new King of the realm, but he learns the hard way that the more he tries to tighten his grip upon what is his, or what is loyal to him, the more it slips away. This is the film in which we learn why this is not what Vito Corleone wanted for his youngest son. Sadly, fate has a way of getting in the path of our best intentions, and nowhere is this more evident than in Diane Keaton's dialogue. Some of her speech to Al Pacino really sounds like it was either written at the last moment, or by someone who didn't have a whole lot of experience in writing films.Like the other Godfather films, the most satisfying moments are when the opponents of the Corleone family get their hash settled in a big way. The montage shown in Part II is not as graphic as that of the original, but it brings the whole thing to a satisfying climax. Lee Strasberg's speech to the press after his character being deported from Israel is priceless, as is the manner in which it ends. Unfortunately, the etiquette that dictates I cannot reveal what happens at the end of the film means I cannot tell you anything about the most satisfying death in the film. Being one of the most debated and criticised scenes among Godfather fans, I am fairly certain that anyone with an interest in the film is going to hear about it elsewhere anyway. In spite of the fact that it, and the necessary lead-up, takes up most of the second half of Michael's plot segment, it will leave many a viewer stunned. But that is one of the things that detracts slightly from this cinematic tour de force. With the screen time so sharply divided between two stories, sometimes the linking between plot points seems to fall by the wayside.I gave The Godfather, Part II a nine out of ten. In contrast to the original, I noticed the passage of time on a few occasions in its two hundred minutes. Still, if you're out to see a good drama, and you've already enjoyed the first Godfather, then this is worth a couple of viewings. If every director adaptating the writings of others into a film format took as much care as Francis Ford Coppola had here, then the world would be a better place."
galileo3,"Dec 31, 2005",10/10,"The Godfather Part II (1974)Number 1 - 1974Top 3 - 1970s""My father taught me many things. Keep your friends close but keep your enemies closer""""The Godfather Part II is truly a masterpiece. Timeless, Classic, Beautiful and endlessly watchable""The second part of Francis Ford Coppola's Epic and violent Gangster Trilogy, follows the reign of Don Michael Corleone as the head of the Corleone family. As well the film shows us the early years of Vito Corleone (Marlon Brando) played flawlessly by Academy Award Winner Robert De Niro, and how he created his empire of money, gambling and respect. Beautifully directed by Francis Ford Coppola, Godfather Part II exceeds every expectation with outstanding performances from Academy Award winners Al Pacino,Diane Keaton, Robert Duvall and Robert De Niro. The second part of this unforgettable trilogy is one of the finest films ever made.This is cinematic art. A treasure of film history. The finest sequel ever made. A faultless, flawless gripping drama; Coppola's second part of his crime saga is in my opinion one of the top 5 films of all time and perhaps towering over the first part.""As close to perfection as movies get""""Pacino at his best""-10/10-"
son_of_cheese_messiah,"Jun 12, 2010",5/10,"At the time of its release, many claimed this to be a finer film than the original. However, the passage of time has been less kind to this than that iconic movie.Much of the problem stems from the decision to make this both the sequel and prequel to the first film at the same time. So we have the back story of Vito Corleone and the ongoing adventures of his son Michael inter-cut throughout. This adds to the films inordinate length, which would have been long enough if Michael's story alone was told, but here is stretched to almost 4 hours.Details in both stories fail to convince, the Vito back story most of all. It is scarcely believable that a well meaning outsider could so easily take over the underworld in the manner portrayed. As played by De Niro, he is a Robin Hood 'feared by the bad, loved by the good' but why he is so universally feared not plausible. He could have easily been taken out. The real Vito Corleone would have had to have been much nastier and been prepared to deal with his opponents brutally. His character is whitewashed for Hollywood consumption. And there is some cack handed attempts at humour during, for instance, the slum landlord scene.There is, of course much fine acting from all, especially in Michael's story arc. This differs from Vito's since while Vito's is very simple, Michael's is very very complex. Too complex perhap. Various well known events from the 50s merely are stuck together to form the backdrop. The Mafia involvement with pre-revolutionary Cuba; congressional hearings; plus a few subtle hints at the Kennedy assassination. The narrative is exceptionally loose and meandering. The writing is surprisingly unsubtle, with clinking plot points being underlined again and again.The female characters are under-used but make the most of their meagre parts. Talia Shire's impassioned plea to her brother sticks in the mind, but elsewhere she barely speaks a word. Diane Keen has a better role and sinks her teeth into it with gusto.The film belongs to Al Pacino who dominates this in the way that Hamlet does in Shakespeare's play. Its an accomplished performance as would be expected. There is certainly enough here to make it worth watching, but it could have been much better."
