user,date,rating,content
Steffi_P,"Oct 18, 2010",9/10,"Back at the dawn of the talkie era, Charlie Chaplin defended his decision not to start making sound films by saying ""The moment the little tramp talks, he's dead"". He was right of course. His comic persona was the creation of an era in cinema when words and voices were irrelevant. The little tramp's appeal lay entirely in how he did things, not in what he was supposed to be saying. And yet it was inevitable that if Chaplin wanted to continue in the business he would have to cave in eventually. Besides Chaplin's agenda was itself changing, and he had now reached a point in his life where he really wanted to speak to the world.Many of the early scenes in The Great Dictator seem to prove Chaplin's fears about sound film. The slapstick has lost its flow, looking forced and awkward. And it appears Chaplin has no real idea how to write or direct dialogue. Sometimes characters make some banal little comment on the action as if simply to fill up the silence. Even worse things happen when Chaplin attempts verbal humour, resorting to feeble puns like the one about the gas keeping him awake all night (not that puns are necessarily bad, just that Chaplin isn't very good at them). Above all, the visual and verbal business is poorly integrated, with a badly-timed stop-start feel. It makes it particularly jarring after a dialogue scene to see this ageing version of the little tramp doing some of his old moves, such as teetering on one foot as he runs into a squad of stormtroopers. These scenes are unlikely to raise more than a titter, and are a sad testament to the fact that this familiar character was past his prime and out of time.But this is a tale of two Charlies. For the first time in decades Chaplin creates a new character for himself in dictator Adenoid Hynkel. And the great thing about Hynkel is that he sidesteps Chaplin's inability with comedy in words but still makes use of comedy in sound. The dictator's cod-Germanic speech is part silly-voice, part linguistic nonsense and it is very, very funny. It actually adds to the humour that no-one else in the picture speaks it, and that Hynkel mostly lapses into it in moments of anger, as if it was some involuntary anxiety-driven affectation. The other great thing about Hynkel is that he is one of Chaplin's great works of satire. The nonsense language is of course a lampooning of Hitler's forceful speechmaking, but the parody continues through everything Hynkel does. Take for example when he has finished posing with the baby, and rather disgustedly wipes his hand clean. He does it with the same stiff-faced disdain that Hitler always displayed in public, but the character's puffed-up austerity is also being punctured by the fact that he's just got his hand covered in wee wee. The little tramp, a creation of and for the silent era, could not make the transition to sound. But Hynkel is a creation of and for the sound era, and he works fantastically.As the picture unfolds, it begins to gain maturity and clarity, not to mention comic brilliance. Jack Oakie's Napoloni makes a perfect partner for Hynkel, and their antics together are like the Marx Brothers at their most riotous. Napoloni is also a work of satire equal to Hynkel, with Oakie working in many of Mussolini's less dignified mannerisms, such as curling his lip and bulging his eyes like he's trying to squeeze out a fart. While Chaplin's direction is at its most overt and showy, he also cleverly and subtly gears his compositions towards ridicule, making the most of those tall set designs to show off the dictator as some little twerp. And finally, the picture acquires the poignancy that made Chaplin's silent features stand out, this time with an extra bite in the seriousness of its message. It is then that you realise Chaplin knew his little tramp was finished, and yet that he needed him here to deliver his point. By subjecting him to sound, Chaplin sacrifices his alter-ego, making a means to speak his mind to the public who had loved him."
barrysheene,"Mar 6, 2004",9/10,"..this movie has been done when Hitler ( and Mussolini who is as well in the movie) was at the top and many politics and even the Roman Church used to close eyes about brutality and evil of Nazism. Especially in USA there were many people who had not understood what was really going on in Germany and Europe ( Charles Lindenbergh for example ).It would be as today a big actor would made a parody of Berlusconi or Chirac. Chaplin maybe made a lot of mistakes in his life, but this is really a masterpiece of humanity and IMHO a great demonstration he was a courageous man. The movie is funny and deep, the final speech has a terrible strength and is still updated. I think this movie is one of the best ever done."
muzikla,"Jan 23, 2005",10/10,"I was surprised and impressed to find out this movie was released in 1940, before the United States entered World War II. On the surface, satirizing something as solemn and horrible as Nazi Germany could be misconstrued as rash. But Chaplin's brilliance isn't limited to making a joke out of everything. In fact, the seriousness of his message wouldn't have been nearly as valid if not for the excellent use of humor in this movie along with the moments of stark drama blended in. Drama alone wouldn't have had the bite and resonance that this film did. Laughing at someone (Adenoid Hynkel) can be the best way to attack them, while laughing with someone (the Jewish Barber) can be the best way to love them. In the Jewish Barber's final speech, I forgot for a moment that the war he was talking about happened more than half a century ago. They are words that have meaning now, and in any time of war. For this reason I believe the film did far greater good than harm, as it still has the same profound effect today."
donnola,"Jun 5, 2002",N/A,"Released in 1940, ""The Great Dictator"" was the first Hollywood film that denounced Hitler directly (albeit in the guise of Adenoid Hynkel), took a virulent stand against fascism, and directly addressed Anti-Semitism.Over-long, at times heavy-handed, it still has many wonderful sequences, including the famous dance with the globe, and all the scenes of Chaplin with Jack Oakie, each trying to out-do the other and prove his superiority.One criticism that seems to occasionally rear its head is the implication that Chaplin's pre-World War II anti-fascism was somehow wrong-headed. The atrocities of the Holocaust weren't fully known to the world yet, so Chaplin's anti-Hitler diatribe is, in the minds of some, misguided. After the war this mindset would result in the debacle of the blacklist, when Chaplin, among others, were branded ""pre-mature anti-fascists."" In other words, it wasn't politically acceptable to be against Nazism until war broke out with the U.S. Hard to believe anyone could still see things that way now, but some do.The film industry of the 1930s wanted no part of international politics, no matter how blatant the brutality of a given regime. Profits were at stake. It was little goyisha Charley Chaplin, playing a Jewish barber, who took a public stand.While ""The Great Dictator"" may not among Chaplin's finest films, it may, historically, be his finest hour."
adamonIMDb,"Aug 5, 2017",10/10,"The tagline of 'The Great Dictator' is 'the comedy masterpiece', and I couldn't think of a better line to sum this film up. It's a hilarious political satire, but it also delivers a vitally important message. This film was released at the time when Hitler was at the height of his power and the main character, dictator Hynkel, is obviously a reference to him.Charlie Chaplin is simply outstanding in this film in what was his first spoken role. To play two completely different characters, Hynkel and the Jewish barber, so convincingly in the same film is truly remarkable. Chaplin's speech at the end, which is very much HIS speech even though he's playing a character, is a piece of cinema I will never forget. Such a powerful, moving and compelling speech that remains relevant even today.Making a comedy out of such a tragedy is risky business, but Chaplin's anti-fascist message ensured it wasn't taken the wrong way. 'The Great Dictator' is a hilarious but meaningful and powerful film. A brilliant piece of cinema."
ma-cortes,"Mar 3, 2009",8/10,"This ingenious and innovate comedy packs many priceless moments and great sense of pace , though overlong . Chaplin's satire with several classic scenes , he has dual role as a Jewish barber and dictator Hynkel , an offensive portrayal of Hitler . Then the barber is mistaken for the Hitlerian tyrant and there happens bemusing events . Funny and extraordinary acting all around , as the stunning co-stars Jack Oakie as Napolini (Mussolini-alike) , Henry Daniel as Gasbstich (Himmler-alike) and Billy Gilbert as Herring (Goering) . Chaplin's first spoken film is brilliantly photographed by Karl Struss . This splendid film contains numerous amusing scenes , the funniest are the followings : 1) The one when during the WWI the barber-soldier along with a co-pilot are flying in a turned plane without to be aware 2) When Dictator Adenoid Hynkel tells overacting speeches , including a twisted microphone 3) Hynkel playing with an enormous world balloon 4) The Jew-barber shaving a man while fitting to Hungarian Dance : number 5 by Brahms 5) when Hynkel and Napolini each try to keep his body higher than other in a barber's chair , among them .Production on the movie started in 1937 and shot in 539 days when not nearly as many people believed Nazism was a menace , as was the case when it was released in 1940 ; however , this film was ultimately upstaged as the first anti-Nazi film satire . Hitler banned movie exhibition to the Germans due to its satire of him , and put him in his death list after his proposed conquest of America . The movie is co-starred by Paulette Goddard , third of his four wives , they were married in 1936 , although no announcement of the marriage was made later, one time finished The Great Dictator . The picture was released in 1940 , when Chaplin had survived a moral scandal by a paternity suit but a brush with the House of Un-American Activities was the signal for the USA to refuse him re-entry from Britain and he fled to Switzerland . This movie was Charles Chaplin's biggest-ever box-office hit , grossing about $5 million at the time."
Cineleyenda,"Oct 29, 2001",10/10,"The Great Dictator is a beyond-excellent film.  Charlie Chaplin succeeds in being both extremely funny and witty and yet at the same time provides a strong statement in his satire against fascism.  The anti-Nazi speech by Chaplin at the end, with its values, is one of filmdom's great moments. Throughout this movie, I sensed there was some higher form of intelligence, beyond genuinely intelligent filmmaking, at work."
Xstal,"Oct 20, 2020",9/10,"... and in today's parlance that means regardless of race, ethnicity, gender or sexual orientation but you might struggle to know it with the polarisation that continually pulls us apart, doing more damage to culture and society than any aspiring dictator could ever do.A truly great piece of cinema from a truly great performer and genius, whose closing speech mirrors many of the concerns we perpetually live with today and to which we can add climate change and military AI as we enhance our quest for annihilation, extinction and mutually assured destruction."
slokes,"May 19, 2013",7/10,"Charlie Chaplin's boldest film for its willingness to take on Adolf Hitler before nearly anyone else, ""The Great Dictator"" was also Chaplin taking on sound 11 years after everyone else. If it had to be the end of cinema's greatest Silent Clown, he did what he could to take down history's greatest monster in the process.There are two reasons to like ""The Great Dictator."" One is that Chaplin was on the side of the angels, at no small risk given his target's ambitions. The other is he didn't forget to make it funny.Essentially a Prince And The Pauper remake, ""Dictator"" presents Chaplin as both Adenoid Hynkel, the cruel if inept ""Phooey"" (a. k. a. ""Führer"") of Tomainia, and a Jewish World War I veteran, poignantly left unnamed as a nod to the Common Man, who only wants to work in peace at his barber shop. While Hynkel struggles with his two great passions, hating Jews and loving war, the barber finds love and a cause to believe in.The comedy here can be categorized into the great and the good, with most of the former featuring Chaplin as Hynkel. He's simply much funnier here as the bad guy, whether playing it broad (jumping secretaries, delivering speeches in hate-choked gobbledegook) or subtle (after shooting dead a man who claims to have ""perfected"" a bullet-proof suit, Hynkel simply turns and walks away with a three-word critique: ""Far from perfect."")Hynkel is a character who solves Chaplin's legendary problem with sound, whether dressing down his blubbering subordinate Herring (Billy Gilbert) or struggling to keep his composure when fellow dictator Napaloni (Jack Oakie) rebuffs his attempts at intimidation. Told by his right-hand man Garbitsch (Henry Daniell) that the people are objecting to sawdust in the bread, he huffs: ""What more do they want? It's from the finest lumber our mills can supply!""The comedy around the barber gets more labored. Maybe it's because much of it turns on the oppression of the Jews, though Chaplin here is trying to establish them as underdogs and rooting interest. It's here the film becomes tricky, not because he is mocking the unmockable but because the characters we meet, including the Barber, are fairly bland and the humor patchy. There is some very funny material here, but excessive bits too where people get klonked with pans or splattered with whitewash. At least Chaplin avoided setting a pie fight in a starving ghetto.The famous last scene is a great divider for many; in it Chaplin steps out of character to address us the audience about...what? The world needs more love and less hate, I guess. It's a philosophically strangled message, both anti-fascist and oddly pacifistic at a time when Hitler's legions were swallowing Europe, with Chaplin warning of ""machine men with machine minds"" as if he was still making ""Modern Times"" and punching the sky at times for lame effect.To me it's a crass way to end a good comedy, if perhaps necessary given the stakes involved. Hitler was real, and calling him out for what he was had real value in terms of rallying those called upon to defeat him. If it doesn't transcend time as well as it could, ""The Great Dictator"" is still a fine comedy that delivers strong laughs and stronger historical resonances."
tera1724,"Jun 18, 2020",10/10,"Despite being released in 1940, this incredible movie highlights the importance of human values. It is true that it was in the context of what historically happened. But more importantly, it discusses subjects and problems that all humanity will face eternally because of the human nature; which makes it relatable to any generation, on a bigger or smaller scale.
The fact that the movie is in black and white, in my opinion, is oddly undisturbing, as it reinforces its historical value; that movies in colors would not be the same.
At last, this piece of art is undeniably one of Chaplin's most successful productions, bringing any viewer to tears at the end of the most iconic speech. The music is lifting, adequate, the acting perfect as the actors barely needed to act -it seemed so real- ; all that topped with Chaplin's personal touch of satiric comedy, artistic intelligence, and melancholic nature.
That movie made Charlie Chaplin my idol. I would be glad to watch it again and again, every time seeing something new."
