user,date,rating,content
bLuR-7,"Feb 12, 2018",9/10,"Having watched it for the second time recently, I was struck by how razor-sharp the film's script actually was. Sure, it didn't have a big Agatha Christie-type mystery reveal; but the banter and repartee between the main characters was just so well-written. Of course, the film's framing and camerawork is legendary (for good reason) and Grace Kelly has a luminous screen presence. Suspenseful, intriguing, and a film that shows off a master at the peak of his craft."
telegonus,"Apr 8, 2001",9/10,"Alfred Hitchcock's Rear Window, wittily written by John Michael Hayes, is one of his many films I think of as much of a technical exercise as anything else. It is in this sense like his silent The Lodger, the static, confined Lifeboat, and the cut-less, one set Rope. Considered in this light it is a cold masterpiece, playing more with the audience's thoughts and fears than with its softer, more personal emotions. As such, it is a very cerebral and satisfying piece of work. The plot is deceptively simple: a photographer (James Stewart) is stuck indoors with his leg in a cast during a hot New York summer. His socialite girl-friend (Grace Kelly) is eager to marry him but Stewart has his doubts, since he lives a wandering life and is from a different social class. He spends most of his time idling about and playing with his camera. In time he becomes a voyeur (which he probably already is, to a degree) and begins to observe his neighbors' private lives, as he views them through his lens in the courtyard. He develops attitudes toward each of them, ranging from mild amusement to empathy to sexual interest, depending on who he's looking at. Without realizing it he is really looking at different aspects of either himself or his relationship with Kelly. The courtyard is a kind of mirror of his soul. These people and their predicaments represent different sides of his (and to a lesser extent Miss Kelly's) personality, offering glimpses of potential past, present and future selves; and it is not always a flattering picture. The newlyweds are continually having sex; Miss Torso is a beautiful young woman who entertains many suitors; there is a childless, somewhat pathetic-seeming middle-aged couple who dote over a pet dog; Miss Lonelyhearts is a depressed, aging spinster with no apparent friends; and the young, bachelor song-writer, when he isn't trying to compose songs, is either throwing parties or fits. Then there are the Thorwalds, a squabbling couple across the way. Stewart is at first only slightly interested in them until Mrs. Thorwald disappears and her husband starts going out at night carrying paper parcels that look like they came from a butcher shop. Soon Stewart is, understandably, suspicious. He convinces Kelly that something is amiss, but has trouble with his detective friend. His nurse Stella agrees that something is wrong across the courtyard, and the threesome become amateur detectives. Rear Window is great fun. It's a thriller, a romance, a mystery, and at times a comedy of manners. The actors all give superb, unflashy performances. Hitchcock had been making movies for three decades by the time he undertook this one, and he knew exactly what he was doing; everything happens as it should, on time, with no fuss or bother. The courtyard set is magnificently designed and photographed; it looks both artificial and realistic, and seems almost to change at times, as circumstances dictate. This is, after Dial M For Murder, Hitchcock's first truly 'fifties' film, which is to say it is a far cry from the genteel romances and spy stuff he'd been doing before. There's less use of atmosphere here, as a new, more independent director was emerging, decidedly post-Selznick, often using color. Hitchcock is playing a sort game of cinematic chess, moving people and things around here and there, changing camera angles slyly, never showing his hand. The film lacks only warmth. All sorts of learned books and articles have been written about this picture, some of them quite silly; all at least partly right. This is at times a profound film, but it also aims to entertain, it has a light touch, and it can be scary, it's romantic about couples and cynical about people. There's a little bit of everything in it,--it's a work of art."
yocarlosvarelapr,"Apr 15, 2018",10/10,"I must say, no signs of aging. Embedded in its day and yet totally relevant. Perhaps the most entertaining of all of Hitchcock's films. Marriage is the theme and murder is the hook. James Stewart is as perfect as he's ever been. He uses the contradictions of his character to create someone immediately familiar. Thelma Ritter's practicality includes a rant about the destructive effect of intelligence. Grace Kelly enters the scene like a character in a dream. She remains a sort of dream that's why to see her climb the killer's balcony is one of my most cherished film memories. If you haven't seen the film you may think I'm rambling but if you have, you know exactly what I mean, don't you?"
dxia,"Apr 8, 2004",10/10,"After viewing 'Rear Window' again, I've come to realize that Alfred Hitchcock was not only a great moviemaker but also a great moviewatcher. In the making of 'Rear Window,' he knew exactly what it is about movies that makes them so captivating. It is the illusion of voyeurism that holds our attention just as it held Hitchcock's. The ability to see without being seen has a spellbinding effect. Why else is it so uncommon to have characters in movies look directly into the camera? It just isn't as fun to watch someone when they know you're there. When we watch movies, we are participating in looking into another world and seeing the images of which we have no right to see and listening to the conversations that we should not hear. 'Rear Window' and Powell's 'Peeping Tom' are some of the best movies that aren't afraid to admit this human trait. We are all voyeurs.When watching 'Rear Window,' it is better to imagine Alfred Hitchcock sitting in that wheelchair rather than Jimmy Stewart. When the camera is using longshots to watch the neighborhood, it is really Hitchcock watching, not Stewart. Hitchcock's love of voyeurism is at the center of this movie, along with his fascination with crime and his adoration of the Madonna ideal.In many of Hitchcock's movies, 'Rear Window,' 'Vertigo,' 'Psycho,' 'The Birds,' etc, the blonde actresses are objects. Notice how rarely they get close with the male leads. In 'Vertigo,' Stewart's character falls in love with the image of Madeleine; in 'Psycho,' we see the voyeur in Hitchcock peeking out of Norman Bates at Marion; and in 'Rear Window,' Jeff would rather stare out of his window than to hold the beautiful Lisa by his side. For Hitchcock, these women are ideals that should be admired rather than touched.However, the story of 'Rear Window' isn't about the image of women, as it is in 'Vertigo.' 'Rear Window' focuses more on seduction of crime, not in committing it but in the act of discovering it. At one point in the story, Jeff's friend convinces him that there was no murder, and Jeff is disappointed, not because someone wasn't dead but because he could no longer indulge into his fantasy that someone was. Think how popular crime shows are on television, and noir films at the movies. People do not want to commit crimes; they want to see other people commit them.'Rear Window' is one of the most retrospective movies I've ever seen. In a span of two hours, it examines some of the most recurrent themes in film. When we watch 'Rear Window,' it is really us watching someone watch someone else. And all the while, Hitchcock is sitting on the balcony and seeing our reaction. It is an act of voyeurism layered on top of itself, and it allows us to examine our own behavior as we are spellbound in Hitchcock's world. The only thing that I feel is missing in the movie is a scene of Jeff using his binoculars and seeing himself in a mirror. Why did Hitchcock leave it out? Maybe because it would have been too obvious what he was doing. Or maybe he was afraid that the audience would see themselves in the reflection of the lens."
Snow Leopard,"Jun 20, 2001",N/A,"One of Hitchcock's greatest masterpieces, ""Rear Window"" is a deep and entertaining classic with many strengths, and a little bit of everything.  A fine suspense story is combined with romantic tension in the main plot, and there are numerous sub-plots, some humorous and some moving, all with many psychological overtones.  The main characters are wonderfully portrayed and full of life.  The apparently simple setting in an apartment complex is developed into a world filled with intriguing and sometimes unsettling possibilities, and this apparently average neighborhood comes to life with a wealth of lavish visual detail and interesting minor characters.  It is the kind of film-making that (like many of Hitchcock's greatest movies) is very flattering to the viewer.  The director assumes that his audience will pay close enough attention to appreciate the many subtleties with which he has filled the movie.  It rewards both careful attention and repeated viewings, since there is much more here than merely a suspense plot, as good as that story is in itself.For the first 30 minutes or so, we simply get to know the characters.  Jimmy Stewart gives one of his best performances as a photographer recuperating from an injury, forced to spend several weeks staring out his apartment window at the minor dramas in the lives of his neighbors.  Grace Kelly is ideal in the role of his perfect girlfriend, who can never find a way to break down Stewart's reserve.  The study of their relationship would have made a good movie by itself.  Almost every action and every word between them is filled with meaning, and what they see in the lives of others is an interesting reflection of the tensions and possibilities in their own present and future.  Thelma Ritter is wonderful as a colorful, no-nonsense nurse who constantly sheds some light - sometimes unwanted - on what is happening between them.  The action and suspense that occur later serves in large part as a catalyst that resolves some of the important issues between the two.After we get to know the characters and their world, things start to happen, as Stewart becomes engrossed in some of the things he has seen.  The ethical and moral concerns of meddling in others' affairs become intertwined with more urgent questions about what may have happened in those other apartments, and from then on the tension builds steadily.  It leads up to a riveting climactic sequence filled with suspense, and made even more meaningful by our awareness of its deeper significance to the main characters.There is much more that could be said, but you should see this for yourself. It is a classic that will be enjoyed not only by thriller fans, but by anyone who appreciates carefully crafted movies with a lot of depth."
FlickJunkie-2,"Apr 10, 2001",10/10,"Alfred Hitchcock is considered by most to be the master of suspense.  I believe he was also a master of understanding human nature.  He intuitively understood that human beings are voyeurs by nature, not in the perverted sense, but in the curious sense.  We are a species that slows down to look at accident scenes and steals furtive glances at lovers in the park who are oblivious to everything but each other.  A major appeal of cinema and television is that they offer us an opportunity for guilt free voyeurism. When we watch a film, aren't we in essence looking through a window and watching people who behave as if they don't realize we are there?Hitchcock realized this and took voyeurism to the next level, allowing us to watch a voyeur as he watched others.  While `Rear Window' as a whole is probably not quite at a level with `Vertigo' (which was far more suspenseful and mysterious with a powerful musical score) as a cinematic accomplishment, it is more seductive because it strikes closer to our human obsessions. Hitchcock's mastery is most evident in his subtle use of reaction scenes by the various characters.  We watch an event that Jeff (James Stewart) is watching and then Hitchcock immediately cuts to his reaction.  This is done repeatedly in various layers even with the other tenants as they interact with one another.  For instance, in the scene with Miss Lonelyheart (Judith Evelyn), we see her throw out the man who made a pass at her and then we see her reaction after she slams the door, followed by the reaction of Jeff and Lisa (Grace Kelly).  In another scene, Detective Doyle (Wendell Corey) sees Lisa's nightclothes and presumes she will be staying the night.  Hitchcock shows the suitcase, then Doyle's reaction, and then he goes to Jeff who points his finger at him and says `Be Careful, Tom'.  This elegant scene takes a few seconds and speaks volumes with little dialogue.  Such technique gets the viewer fully involved, because if we were there this is exactly what we would be doing, watching the unfolding events and then seeing how others around us responded.  In essence, it puts us in the room with them.Hitchcock was a stickler for detail.  For instance, he aimed the open windows so they would show subtle reflections of places in the apartment we couldn't see directly.  However, there were certain details included or excluded that were inexplicable.  Would Thorwold really be scrubbing the walls with the blinds open?  Would Lisa be conspicuously waving at Jeff while Stella (Thelma Ritter) was digging up the garden?  Moreover, wouldn't Lisa have taken off her high heels before climbing a wall and then a fire escape?  This film had numerous small incongruities that are normally absent from Hitchcock films.  Though these are picayune criticisms, they are painfully obvious in the film of a director known to be a compulsive perfectionist.The acting is superb in this film.  Jimmy Stewart is unabashedly obsessed as the lead character.  Photographers have an innate visual perceptiveness and the ability to tell a story with an image and Stewart adopts this mindset perfectly.  Grace Kelly has often been accused of being the `Ice Maiden' in her films, yet in this film she is assertive and even reckless.  Though cool at times, she is often playful and rambunctious.  I always enjoy Thelma Ritter's performances for their honesty and earthiness and this is another example of a character actor at her best.  Raymond Burr often doesn't get the recognition he deserves for this role, which is mostly shot at a distance with very few lines.  Yet, he imbues Thurwold with a looming nefariousness using predominantly physical acting.This film was rated number 42 on AFI's top 100 of the century sandwiched between `Psycho' (#18) and `Vertigo' (#61).  I personally think more highly of `Vertigo' but it is a minor distinction, because I rated them both 10/10. `Rear Window' is a classic, a masterpiece of filmmaking technique from a director who was a true pioneer of suspense."
Smells_Like_Cheese,"Dec 3, 2005",10/10,"Finally, I watched ""Rear Window"" by famous Alfred Hitchcock. First off, I saw this movie on the top 250, and it's #14 on top of that! I mean, it's gotta be great or a classic, right? Also, I'm a fan of the Simpsons, and I got the 6th season where Bart breaks his leg and has to watch the kids outside and accuses Flanders of murdering his wife, Maude. I watched it with commentary and the writers said this was taken from the movie ""Rear Window"", I had to see this movie! I know it sounds silly that I was more inspired by a show, but it's a good reference if it's from The Simpsons.""Rear Window"" is an excellent movie and a great classic that should never be forgotten! After 51 years, this is still a well talked about movie and I can see why. Jimmy Stewart, he's just so great as L.B., I loved his madness and his dark comical role. He doesn't even try, but you can't help but laugh at a lot of his lines, the way he looks, and the way he presents every scene. He didn't have a lot of movement, he is confined to a wheel chair, but he is so effective and perfect. No one could have replaced him as L.B., he's a terrific actor! Grace Kelly, what a beauty! Beauty and talent, what a great combination and she had it. Playing Liza, I loved her character so much. She started out as this extremely feminine lovely woman who is struggling with L.B., because he is having doubts about marrying her, and you can tell she loves him so much and is willing to do anything for him and to make their lives work, despite his adventurous side as a photographer and her being an indoor kitten. When L.B. talks of the murder to Liza, she is doubtful but never dismisses that it could be a possibility, and stays with him into the end. She finally goes into danger and grabs it by the you know what and wins L.B.'s heart.I loved the ending, to me it was just one more good laugh with L.B. and Liza. I won't tell, you'll just have to trust me, it was a brilliant way to breath and smile again after all the suspense and drama. ""Rear Window"" is a true classic and I'm extremely grateful to the reviewers of IMDb who saw this movie and gave it great reviews, and the writers of The Simpsons! If it were not for you guys, I nor other members of my generation would probably not view it! Let's keep this classic alive!10/10"
TheLittleSongbird,"Jun 22, 2009",10/10,"Rear Window is a one of the more sophisticated Hitchcock films, and I will always consider it a masterpiece. It has tension, suspense, humour, has a strong voyeuristic tone to it and moves along at a good pace. The cinematography was truly excellent, dark in some scenes and beautiful in another. The script is fantastic and genuinely memorable(Thelma Ritter's wisecracks especially), likewise with the story, about a man who is convinced that his neighbour has killed his wife. I have always considered Rear Window's main merit to be the performance of James Stewart, he was perfect as Jeff, the man who is in a wheelchair, due to a broken leg. The other performances go without fault either, especially from the beautiful Grace Kelly as Lisa and Raymond Burr in a chilling performance as ""the villain of the piece,"" Mr Thorwold. The music was expressive and atmospheric courtesy of Franz Waxman, and the climax was possibly the highlight of the film, after Stewart's performance. The 1954 version of Rear Window will always be a classic, not the inferior TV remake with Christopher Reeve. All in all, a must see for those who are fans of Hitchcock. 10/10 Bethany Cox."
dtb,"Nov 24, 2004",10/10,"Not only does REAR WINDOW (RW) have Alfred Hitchcock's trademark wit, suspense, and romance (with a touch of friction) in spades, but it's one of his most well-crafted, cleverly-staged movies; in fact, even though RW is based on a Cornell Woolrich story, I can't imagine this story being told as effectively in any medium other than cinema. However, the technical accomplishments (explained most entertainingly in the DVD's documentaries) would be nothing without the engaging characters. James Stewart's neighbors are interesting enough to warrant their own movies, and in addition to providing a wry microcosm of New York City life (the only dated thing about it is the lack of air conditioning), they all reflect possible outcomes for the somewhat stormy romance between laid-up shutterbug Stewart and the luminous Grace Kelly as his upscale fashion maven inamorata. As Brent Spiner said while hosting a showing of RW on TNT, the real perversion of the film is Stewart's reluctance to commit to the irresistible Kelly! In fact, one of the things I like about the movie is the way it shows these two very different people gradually learning to compromise and work together. The piquant final shot shows that a woman can have a happy relationship with a man without submerging her own personality -- refreshing for the 1950s! Great supporting cast, too, including Wendell Corey, Raymond Burr in one of his last bad-guy roles before PERRY MASON, and the scene-stealing Thelma Ritter. Incidentally, the restored special edition RW DVD was put together just in time to include Georgine Darcy (""Miss Torso""), then one of the last surviving cast members. Darcy died earlier this year; she will be missed."
christophe92300,"Mar 3, 2013",6/10,"Rear Window is particularly interesting for two things. The first, is the excellent direction and staging, Hitchcock's trademark. The second is the innovative concept of the confined, voyeuristic story.Because let's face it, the script didn't match the expectation. The plot is a lot too predictable from start to finish. One tries to establish theories, collect hypothetical clues, when ultimately there is no surprise at all because everything that Jefferies imagines turns out to be the exact truth. Where are the misleads for examples, one of the basic thriller elements ? In these conditions, the outcome is a real deception because of its predictability.Add the fact that there are overlong passages such as some voyeuristic scenes or well written yet pointless dialogues, and you get a pseudo thriller, little dynamic, with no suspense or tension, that stands out more because of its form that its content."
