user,date,rating,content
frankwiener,"Oct 26, 2016",9/10,"Although I am as old as this movie, produced in 1949, I have not aged nearly as well. This film, directed brilliantly by Carol Reed (""Odd Man Out"", ""The Fallen Idol"") and written by Graham Greene, who created a long list of memorable cinematic scripts, ingeniously captures the prevailing atmosphere of disruption and chaos that Vienna, a once highly civilized city, experienced during the years that followed World War II. The upheaval is physical, social, economic, political, moral, spiritual. You name it. Vanquished Vienna, conquered by the Allies, was crippled by turmoil in every imaginable way, and we viewers are given the opportunity to experience it up close, right here.I spent a number of months in Europe after I graduated from college in 1971. Although the war had been over for more than 25 years by then, I was struck by a very pronounced attitude of cynicism on the part of many Europeans regarding uniquely American ideals and principles, which were widely considered to be naive. To me, this film accurately captures this cultural and moral conflict, which lasted for decades and may even survive to this day. ""You and your American principles,"" they would often scoff at me with mocking derision. In many ways, the character of Holly Martins (Joseph Cotten), an American who crashes into post-World War II Europe, is a victim of a serious cultural divide. Unlike the Europeans, Martins always has the option of fleeing from the chaos and returning to the United States. For that alone, he may be resented by the local Viennese.What does Anna (Alida Valli) know about the illegal activities of her lover, Harry Lime (Orson Welles), which includes the sale of diluted penicillin to Vienna's hospitals? For children with meningitis, watered down penicillin was not only useless, but it created an immunity from full strength penicillin so that these afflicted children could never receive effective treatment. Corrupted penicillin is a glaring symbol of a totally corrupted Vienna. Harry surely understands the consequences of his business, but what about Anna? Even after the truth about Harry's conduct is clearly revealed to her, she still sticks by him to the bitter end. Love conquers all? Stand by your man, regardless of the misery that he is causing to his innocent victims? While I don't blame her for rejecting the romantic overtures of Martins, who is somewhat of a schnook, what's with her anyway? She reminds me of the Europeans who never once caught a whiff of the burning flesh from the overworked crematoria of the concentration camps that blackened the air all around them. She is deeply in love with Harry, so just shut up about children with meningitis. OK, Anna, whatever you say, sweetheart. Perhaps those silly 18th century costume comedies in which you appear will provide the escape from reality that you so desperately seek. At least you manage to crack a weak, forced smile on stage, which is the only smile that we will ever see from you.From beginning to end, the unusual camera angles, the dark, somber, haunting sidewalks of Vienna, and the conquered city's eerie, drenched cobblestone streets contribute to the overall foreboding atmosphere of the film, which was remarkably photographed by Australian Robert Krasker (""Odd Man Out"", ""Brief Encounter""). From every direction and without advance notice, unforgettable images and characters appear before us, emphasizing an overall mood of mayhem and unpredictability. We witness, for example, Anna's landlady, draped in a bedspread for warmth in a state of deep distress by the sudden invasion of her house by ""officials"" representing not one foreign nation but four of them. Then we observe a ludicrous, bureaucratic ""cultural re-education conference"" offered to the Viennese by the allied victors, presumably to rehabilitate them after seven years of Nazi domination. And from where on earth did the balloon seller come as he pathetically peddles his merry merchandise on the dark, abandoned streets of Vienna, which are not only completely void of children at the time but of all people?And what of the inquisitive, confused character of Holly Martins, played with the usual, smooth agility of Joseph Cotten? As the writer of mass marketed western novels that even a young British sergeant happens to read, why is he broke, and what kind of job would Lime have offered him in an unfamiliar, German-speaking Vienna that is gripped by post-war disorder, unemployment, and foreign occupation? Construction work, perhaps?While some reviewers disliked the zither music of Anton Karas, I think that the unique, high pitched sound contributes to the general atmosphere of nervous tension and uneasiness that prevails. Would you prefer Strauss waltzes instead? They wouldn't be nearly as effective in conveying the overwhelming atmosphere of chaos, even insanity, that plagues Vienna on so many levels at the time.Finally, we are brought to the hidden network of grand Vienna's underground sewers. What could be a more fitting symbol of the underlying foulness that lurks beneath the thin, shallow surface of what we call ""civilization""? This subterranean labyrinth provides the perfect setting for the ending of an extraordinary film that very effectively portrays a world that has succumbed to a state of disorder, misery, and even madness. Ultimately, it is all destined for the sewer. Bal-loon?"
Xstal,"Dec 24, 2022",8/10,"Holly Martins has just arrived in Vienna, but he's found himself with a small dilemma, his mate Harry has just died, with a car he did collide, although the circumstance is causing him some bother. As he peels back several lids of several cans, it transpires Harry was a wanted man, had his fingers in some pies, to do with medical supplies, the authorities were not his biggest fan.Dark and deceptive goings on, above and below the streets of Vienna post WWII, with some outstanding and perpetually incredible performances against a background of shadows, shifting perspectives and immoral behaviour."
Lechuguilla,"Jun 20, 2009",9/10,"In a bombed-out Vienna just after WWII, novelist Holly Martins (Joseph Cotten) arrives from America to renew a friendship with his childhood buddy, Harry Lime (Orson Welles). Much to the dismay of Holly, a freak auto accident has recently killed his friend, according to those who knew Harry.But in searching for details of Lime's death, Holly gets contradictory stories that don't add up. One of the persons who knew Lime is an attractive woman named Anna Schmidt (Alida Valli) whose continued presence in the story invites suspicion. The film's plot has Holly searching for the truth about his friend, while trying to stave off a city detective, Major Calloway (Trevor Howard) who tries to persuade Holly to leave Vienna.The film's story is okay. But what makes ""The Third Man"" really interesting is the B&W cinematography, by Robert Krasker. Unlike most films, camera movement here is restricted, so as to draw attention to each frame's geometry. Typically in this film, a frame is tilted at an angle so that both vertical and horizontal points of reference are off-kilter. Frame images thus become a series of diagonal straight lines and curves. Further, very high-contrast lighting, especially in outdoor scenes at night, creates a bizarre, almost nightmarish look and feel, and are suggestive of German Expressionism.All of which results in a visual disorientation for viewers that parallels Holly's disorientation both in the streets of Vienna and in his understanding of the circumstances surrounding Lime's absence. In most outdoor scenes there's a conspicuous lack of crowds, a lack of hubbub one would expect in a bustling city. Instead, only a few secondary characters appear in night scenes. This sparseness in characters on the streets conveys the impression that hidden eyes are watching Holly, ready to pounce at any moment from out of dark shadows.""Everybody ought to (be) careful in a city like this"", says one character to Holly, as an implied threat. Soon, a man who wants to give Holly some valuable information is murdered.The script's dialogue is quite impressive, with some interesting lines and points of view. Some of the dialogue is in German, which enhances authenticity.The film's acting and editing are very, very good. Adding a slightly romantic, and at times melancholy, tone to this dark film is the music of the ""zither"", an instrument similar to a guitar, but sounding quite different.My one complaint about this film is that it's hard to keep tabs on some of the background characters. Trying to connect names with faces can be difficult, resulting in some confusion.""The Third Man"" tells an interestingly bleak story, set in a bleak, desolate urban environment, rendered truly mesmerizing by the creatively surreal B&W cinematography."
dougdoepke,"Nov 9, 2015",N/A,"No need to recap the oft-repeated plot. So why bother commenting after 500+ reviews. I guess it's because I'm a movie lover and want to enter my little note of appreciation. What sticks in my mind from the movie's first release are the visuals. They're among the most memorable if not the most memorable in film annals. In sum, they're a nightmare world of emptiness-the streets, the walkways, the dead hulking edifices. It's a communal world emptied of community, leaving only ruins and shells. The metaphor for a post-war Europe is unmistakable, while only the morally destitute like Harry Lime have thrived. I can't imagine that filming in color was actually entertained (IMDB). Had that happened, the film would have passed into semi-obscurity unlike its now celebrated status. Note too, that no one ends up happy, in contrast to narrative norms of the day. I think what brought many folks to showings at the time was the unfamiliar zither music. As I recall, a commercial cut was heard regularly on the radio. Still, I expect a lot of folks left the theater put-off by the bleakly unhappy world they had just seen. Anyway, the movie remains a brilliant slice of cinematic imagination and should not be missed."
blanche-2,"Feb 6, 2016",10/10,"Even today in Vienna, one can take the ""Third Man Tour"" (Der Dritte Man) except, of course, that Orson Welles wouldn't go into the Viennese sewers and those scenes were done in England. There were actual sewer scenes with a double.Never mind, it is still a magnificent black and white film 99% filmed in Vienna. Directed by Carol Reed, it stars Joseph Cotten, Orson Welles, and Alida Valli.Western novelist Holly Martins (Cotten) comes to Vienna at the behest of his old friend Harry Lime, but when he arrives, he learns that Lime is dead after being hit by a car. He investigates and finds the circumstances very strange indeed, especially when learning there was a third man that helped carry Harry's body to the sidewalk, a man who has since disappeared.He then meets Harry's girlfriend (Alida Valli). And he also meets a police officer in the British section of Vienna, Inspector Calloway (Trevor Howard), who tells him that Harry was a murderer and a racketeer, and it's better that he's dead. Holly is shocked and demands proof.One of the most atmospheric films ever made, with its zither music, cinematography, and Vienna at nighttime. Then there's some brilliant dialogue, particularly the ""cuckoo clock"" speech made by Orson Welles.The cinematography is particularly striking: odd angles, back lighting, and shadows on empty streets. And who can forget the man hidden in the doorway, when the light from an apartment goes on and shows his face - certainly one of the great appearances of a star in a film.One feels Lime's presence throughout the film, though he only has five minutes of screen time.Though none of these actors were the first choice to play their roles, they are all excellent.There was a Third Man TV series in 1959 that ran for six years and starred Michael Rennie as Lime. In the series, Lime is a hero.He's no hero in the movie, but it is a powerful story and film, never forgotten once seen."
mmt02,"Jun 26, 1999",10/10,"The Third Man is a movie that looks and feels not like a movie of the 40s, but like a neo-noir of the late 60s/early 70s. This wonderful example of classic noir is one of the all time greatest films. It combines amazing visuals, sounds, dialogue, and acting to tell a thrilling story and comment about the atmosphere after WWII.Of all the movies durring the studio era (pre-1960ish), there are three movies with cinematography that always stick out in my mind: Gregg Toland's work in Citizen Kane, Russel Mety's work in Touch of Evil, and Robert Krasker's work in The Third Man (all starring Orson Welles funny enough). I just recently saw a restored 35mm version of The Third Man. The crisp black and white visuals of a bombed out Vienna are so breath-taking. Shadows are everywhere. The unique way Krasker tilts the camera in some shots adding to the disorientation of the plot. And who can forget the first close-up of Welles with the light from an apartment room above splashing onto his face; one of the great entrances in movie history (Lime gives his old friend a smile that only Welles could give).The cinematography is backed by strong performances by Welles, Cotten, and italian actress Vali. The writing of Greene is wonderful; you can see the plot twisting around Cotten tightly. But what makes The Third Man so great is its historical commentary (well not really historical since it was commenting on its own time, but to us it is historical). On one level The Third Man is a story of betrayal and corruption in a post-war, occupied Vienna. On the other hand, its giving the audience a glimpse of the mood of Europe after the great war. The uncertainty that the Cold War was bringing is evident through out the film; Cotten is constantly trying to figure out who to trust. Vienna is on the frontier of the new communist bloc (we even see the communists infiltrating Vienna trying to bring Vali back to her native Czechoslavakia). The zither music score combined with the stark images of bombed out Vienna are reminiscent of the frontier towns of American Westerns. So The Third Man is not only a wonderful film noir, but a unique look at the brief time between WWII and the height of the Cold War."
SnoopyStyle,"Jan 17, 2016",7/10,"Pulp western writer Holly Martins (Joseph Cotten) arrives in post-war Vienna to work for old friend Harry Lime (Orson Welles) but is told that Harry is dead. The city is divided under the control of the Allies. British Major Calloway (Trevor Howard) tells him that Harry was a criminal. He decides to investigate Harry's death. Anna Schmidt (Alida Valli) is Harry's girlfriend. Harry's friends Baron Kurtz and Popescu describe the accident but Holly is told by another that there was a third man.The best part of this movie is director Carol Reed. His camera work is amazing. The best scene for me is the balloon man. When he walks around the corner, it is the funniest and most shocking moment in the movie. Orson Welles is so tied into this movie but I don't find him threatening enough. He's more of a trickster. I would like Harry Lime to be scarier. Also Anna is an infuriating character. Overall, the story is fine. Joseph Cotten is great. The movie is a cinematic art work."
gleslie-53203,"Feb 15, 2023",10/10,"Where to begin. For starters Graham Greene. You know he understood the devastation Europe had gone through. You just can't make a film like this without it. That's what The Third Man is about - the devastation of Europe and how that affected people, both morally and physically.Holly Martins, the main character, is who's eyes we see the post-war world through as he uncovers the mystery of the death of his friend Harry.Back to Graham Greene - He wrote the novella. He writes about human misery as well as anyone. And there was no shortage of misery and lack of morals in post-war Vienna. He's also a master of conflict, both external and internal, which is where I'm going here. His characters struggle with their own souls to the point of anguish. Loss is another thing he nails.There are a few more reasons this is the best movie ever made. The next is the editing. The chase scene at the end gets all the love but-this is going to be hard to articulate but the editing is so innovative I have to try-unlike most editors who edit based on sound and dialogue, this movie is kind of reverse. It's almost like the rhythm of the scene is dictating when to cut. It's a ""feel"" thing established either within a scene or the entire movie or both. It really has to be experienced, not just written about.The next reason is the grandiosity of the visuals. It's unbelievable how grand everything is. This totally falls in line with Orson Welles noir style and the German expressionism that influenced this film. Carol Reed's choice of lenses throughout the film are perfect. Space is played with perfectly. This falls in line with my next reason, which is the noir style that is done so well. The mood is established and kept throughout, employing the noir and the expressionist style.And lastly, this movie didn't just defy convention, it obliterated it - the visuals, the sounds, the story, the locations, the style, the score (which consisted of one musical instrument), and the people; the way Carol Reed presented their despair. I'm preaching to the choir. I know you know."
ryansrusso,"Aug 15, 2015",10/10,"Carol Reed's The Third Man (1949) is a remarkable film noir that if you haven't seen, you most certainly should. Set in postwar Vienna, Holly Martins (Joseph Cotton) arrives to visit an old friend who had offered him a job. From there the twisty, fast paced ride begins with the first twist being thrown at you in under ten minutes. The film aged very well, and even if you don't usually watch black and white movies, this one should be made an exception. Although the movie deals with lots of dark themes such as murder, corruption, and the Black Market, it is portrayed in a comical way, especially due to the performances and unique score. The fast paced dialogue, perfectly timed music, and direction all add to the films wit and pace. There are lots of short shots, dutch angles, jump cuts to keep you engaged and you are never bored or unsatisfied. The cinematographer certainly earned his paycheck because the films cinematography is unbelievable. With each transition you are prepared for a little more of the truth and intrigue to be revealed so you can try to figure out the mystery before the ending. And may I add that the finale is one of the greatest you'll ever see. The classic sewer chase sequence will stick with you forever. In conclusion, The Third Man is a film that must be seen if you are a fan of mysteries, classics films, and interested in seeing truly one of the best films (One of Roger Ebert's top 4)."
AAdaSC,"Sep 8, 2013",4/10,"Author Joseph Cotten (Holly) is invited to Vienna by his friend Orson Welles (Harry Lime). There is a major problem with this set-up from the outset as it is revealed that Welles has just been killed. Cotton attends the burial but sticks around in Vienna as there seems to be a great deal of suspicion surrounding the death of his buddy.The film has an interesting setting and idea for a story but I'm afraid that it just drags - it's drawn-out and never gets moving. Cotten is dreary in the lead role but Welles is the best thing in the film and delivers his amusing famous quote comparing Italy with Switzerland. The scene on the Ferris wheel is a standout scene as the audience experiences the only real moment of tension as the carriage door is opened at the top of the ride. Uh-oh – is anybody going over the edge?A mention must be made of the music – it's all zithery throughout. To further clarify, it sounds like a mixture between Greek music and French café accordion music. And it provides moments of over-exaggerated melodrama that just ends up comical. It is also just basically out-of-place belonging more in an art film or 1960s camp comedy horror.The story is not bad and the film could have been so much more interesting – we are given about 30 minutes of plot stretched out to nearly 2 hours. Definitely not the classic that everyone blindly labels it as – it is vastly over-rated right up to the final chase scene in the sewers – a plot device that was done a year before in the better film ""He Walked By Night"" (1948) which provided far more tension and a better sewer chase."
