user,date,rating,content
SnoopyStyle,"Sep 21, 2013",9/10,"Col. Douglas Mortimer (Lee Van Cleef) and Monco (Clint Eastwood) are both bounty hunters. They're both after the bank robber El Indio (Gian Maria Volonté) for his bounty. They decide to join forces to bring El Indio and his gang of robbers down.Lee Van Cleef makes this a superior spaghetti western. He's not only as good as Clint. In many ways, he plays a superior character. His character has secrets. He has mysteries. Clint is playing a much more simpler character. For me, this is superior to 'A Fistful of Dollars' in the trilogy. The story is more iconic, cleaner. The characters have more depth."
iamyuno2,"Mar 7, 2014",9/10,"Exceptional performances by three heavyweight actors, Gian Maria Volonte and Lee Van Cleef - both of whom, it's a shame, did not have all that many more opportunities to shine in quality films after this one - and Clint Eastwood, along with taut direction, editing, cinematography and gripping and unique music (by the great Ennio Morricone), make this movie a real standout. (The music's almost a major character in this film, in fact.) Stylistically iconic, this Sergio Leone opus has an endlessly fascinating and spellbinding story that surprises to the end. Plus, we really come to like the co-heroes, Van Cleef and Eastwood - we want to befriend them and emulate them. Volonte was priceless as a demonic villain - his facial expressions rich with narcissism and a strange kind of violence-fueled euphoria no one else has ever matched in film history, for my money. Though he clashed with director Leone and purportedly did not like the Western genre, Volonte's performance rises above the film's genre and could be favorably compared to the best portrayed villains of other more mainstream movies. Volonte brought a realism to his character and an intensity you don't see in many films. But so did Van Cleef, whose work in this film is incredible. You'd have thought other movie makers would have rushed to cast Van Cleef in important roles after this film, but no. Very strange. Though some might question the wanton violence in this film, the truth is that the real wild west was even more violent and the violence often much more capricious and random. Like all great artistic works, this film never grows old for me. I am always drawn to watch it again and again for it is of such a depth and complexity that it only reveals more of itself with each viewing."
jluis1984,"Jul 4, 2006",9/10,"Italian director Sergio Leone changed the face of the Western genre in 1964 when he introduced what would be known as the ""Spaghetti Western"" with the brilliant ""Per un Pugno di Dollari"" (""A Fistful of Dollars""). Not only the films looked grittier, violent and realistic; the characters in Leone's westerns became complex men with complex and obscure moral codes, very far away from the classic clear moral opposites of previous westerns. ""Per Qualche Dollaro in più"" (""For a few dollars more""), is the epitome of all this. It is a powerful, raw and ruthless masterpiece that transcended its genre and became one of the best movies of all-time.""For a Few Dollars More"", the second in the so-called ""Dollars trilogy"" (a group of films by Leone with the same style), is the story of two different yet very similar men, Manco (Clint Eastwood) and the Colonel Douglas Mortimer (Lee Van Cleef) are two bounty hunters who are after the criminal named ""El Indio"" (Gian Maria Volontè). An unlikely alliance occurs between the two lone wolves as they decide to cooperate and divide the reward, but are these two killers after ""Indio"" for the same reason?Written by Fulvio Morsella and Sergio Leone himself, the film's main characteristic is the complex moral code the main characters follow. They are no longer the perfect clean heroes of classic westerns, both Manco and the Colonel have well-developed attitudes, motivations and purposes; they are neither completely good nor completely bad, they are just real. The story unfolds with a fine pace and good rhythm, it is probably the best structured of the ""Trilogy"" and the easiest to follow. It is also the one that represents the elements of the Spaghetti Western style the best.Stylistically, the film follows closely the conventions established by Leone's previous film but it takes them to the next level. The excellent use of minimalistic cinematography and the superb musical score by Ennio Morricone complement Leone's realistic vision of Westerns and completely redefined the genre's conventions. ""For a Few Dollars More"" is a violent tale of two hunters, and visually the film transmits the same emotions the characters feel. No more myths, the Westerns never felt this real.Clint Eastwood's super performance as Manco is very important for the success of the film, as he is the one that takes the audience through this brave new world, however, the star of the film is Lee Van Cleef as Colonel Mortimer. In one of his best performances ever, Van Cleef manages to be both menacing and interesting, giving life to Leone's brilliant script with great talent. Gian Maria Volontè as Indio complements the two big talents as the crazed criminal with a dark past, he is the perfect counterpart of the two lone wolves.""Per qualche dollaro in più"" is a near flawless movie, as every piece of the puzzle falls into the right place to create a marvelous and unforgettable picture. It's only minor problem may be the dubbing, but fortunately, it still is superior to the one heard in other Italian productions of the same time and it doesn't hurt the film.Fans will always argue about which of the three films of the ""trilogy"" is the best, and while personally I prefer ""The Good, the Bad and the Ugly"" over this one, it is just a matter of personal taste as this film is as perfect as that one. A real classic that changed the face of Western as we knew it. 10/10"
TheLittleSongbird,"Aug 30, 2012",10/10,"Just for the record I happen to love all three films. For a Few Dollard More is an amazing film though perhaps not as influential as The Good, The Bad and The Ugly. There is one improvement over that film though, and that is the writing of Clint Eastwood's character, more developed and more compelling. A Fistful of Dollars is also great because of everything that makes TGTBATU and FAFDM so good, but I do consider the other two more influential on the genre and also Akira Kurosawa's Yojimbo, which used the film as its inspiration, to be the superior film. Back to A Few Dollars More, the stylised visuals are stunning to look at, the scenery is the very definition of epic and the cinematography sweeps. Ennio Morricone's score is both elegiac and operatic in tone and the story of greed and revenge that focuses mainly on the pursuit of bandit Indio draws you right in and never lets go. The dialogue is peppered with grit and dark humour, which is well-balanced with neither over-powering the other, while Leone's direction is superb. Clint Eastwood plays his more developed character with immense charisma, Lee Van Cleef is suitably vengeful and again Gian Maria Volonte snarls convincingly. Overall, a wonderful film. 10/10 Bethany Cox"
CinemaClown,"Mar 28, 2014",N/A,"Completely defying the tried & tested Hollywood formula and introducing his own style of narration that was more character driven, glamorized violence & also added a new dimension of moral ambiguity into its characters' psyche, thus bringing both heroes & villains very much on the same level, Sergio Leone presented a whole new outlook of the Wild West in A Fistful of Dollars but with this second chapter, he further accelerates the inevitable rebirth of the western genre.The second installment of Leone's Dollars trilogy is quite an improvement over its predecessor in almost all departments of filmmaking & gradually portrays the developing maturity in Leone's craftsmanship. Starring Clint Eastwood as a bounty hunter looking for a number of wanted suspects, who later partners with another bounty hunter looking for the same guys & make a deal of splitting the reward but in the end when it comes down to final showdown, one of them shows their real motive behind the hunt.Featuring an improved direction from Sergio Leone, For A Few Dollars More presents the director in more control of his artistry & has a much stronger script to muster ahead with. The scope of camera-work, the precision of editing & overall production design also get their upgrades plus the performances from the recurring cast turn out to be better than the previous film with Clint Eastwood & new addition of Lee Van Cleef impressing the most.On an overall scale, For A Few Dollars More is another huge step towards placing the coffin on traditional westerns & presents a significant evolution of every single aspect of its making when compared with A Fistful of Dollars. Ennio Morricone's music also leaves a bigger mark than before & it's exciting to observe how seamlessly it accompanies the drama. A rare sequel that improves upon the original, For A Few Dollars More is absolutely recommended."
Quinoa1984,"Dec 23, 2003",10/10,"As the second of the three films legendary filmmaker Sergio Leone collaborated on with Clint Eastwood (not to mention his first with Lee Van Cleef and his second with 'Fistful' actor Gian Maria Volonte), For a Few Dollars More gets well earned respect from the fans of the director and the groundbreaking star. And yet, occasionally there are those who'll not even know this film from Leone and Clint exists since it does sometimes get under the shadow of their two most infamous works, Fistful of Dollars (which for the most part introduced Clint and Leone to the public's awareness) and The Good, the Bad and the Ugly (which solidified Clint as a Western icon and gave Leone a similar status for film buffs). But taken as a film unto itself, aside from its place in the trilogy, this is a Western that simply delivers the goods, and it does so with a spectacular marriage of style and substance.The story begins by introducing our two (anti) heroes, bounty hunters Douglas Mortimer (Cleef), former Colonel, and Monco (Eastwood), a drifter. They both set their sights on the leader of a gang of bandits named Indio (Volonte), who is plotting to go after over a million locked in a bank in El Paso. At first, Monco and Mortimer seem like their after Indio for the same reason- reward money- though there seems to be more than each man counted on with him and his gang.From the opening scenes with Cleef and Eastwood, to the scenes in El Paso, and then into the set pieces in the stone ruins in the Mexico desert(s), For a Few Dollars More displays the utmost skill by Leone in his storytelling, as well as in his use of the camera. Using Fistful's camera-man Massimo Dallamano, Leone does what he does best in his spaghetti westerns- he creates a perfectly in sync mood with his characters: each look in a scene, whether it's intense waiting for guns to be drawn, or just regular conversation, the look of the film draws the viewer in without over-doing it. Some points are made bold or repetitious (like Ennio Morricone's score, that keeps its whistling theme and serene watch theme completely in check), though it's not done to any degree of annoyance or by accident.In fact, that's what makes his westerns such fun, is that you take them seriously as films, yet he always reminds you that it's all in the 'movie-world' just by the way Mortimer or Monco strikes up a match. As for the actors themselves, Eastwood and Cleef are total pros in this genre, so ever line of dialog comes out naturally, and the supporting actors (however dubbed over from original Italian) all contribute great notes as well. At the least, it can appeal to a new generation of kids looking back to older movies, which may look at this and consider it more modernly crafted than a John Ford oldie. A+"
axopnk,"Aug 3, 2005",9/10,"This movie is the second best western i have ever seen with The Good, The Bad, The Ugly being first. I disagree with someone who wrote that this movie is not as good as A Fistful of Dollars. This movie is way better than a fistful of dollars. The reason is (as i pointed out in my other post) is that Clint's role or character is better when he has a good supporting member because it gives Clint's character more depth as well as throw a wild card into the mix. Lee van clef is excellent in his role, i still have him labeled as the bad but it was surprising to see him play a good guy in this one. Both bounty hunters have their own styles which meshes really good on the screen. Gian had more depth to this one which played perfectly into Lee Van Clefs character. In a fistful of dollars Gian didn't have much depth at all and some of the characters were annoying. I like how leone tied all of the characters into each other in this one, having all of their stories somehow play a role in the other ones. If you haven't seen this movie i suggest you watch Leone's films in chronological order with A fistful of dollars first, this one second, and finish it off with the good the bad the ugly. You'll be glad you did."
funkyfry,"Oct 10, 2002",9/10,"Excellent fun with sadistic humor from Leone.  Eastwood's best performance in a Leone film.  Van Cleef is good in a role similar to Chuck Bronson's in ""Once Upon a Time in the West"".  He is menacing and sympathetic, whereas in ""The Good, the Bad, and the Ugly"" he is just campy and all ""bad guy"" (but still fun).  What makes both performances so memorable I think is that Van Cleef seems to be in touch with Leone's dark humor, where Eastwood is used as a straight man.  Volonte is also excellent in the bandito role Leone used (an example of a standard European character type who reminds the audience of earthiness and the basic ignorance and greed of man).  A much better film than most people who've seen it on a Saturday afternoon on TV probably realize -- you have to see these movies in the theater to get the full hit."
Samoan Bob,"Mar 10, 2002",10/10,"""For a Few Dollars More"" has become the template for which most Spaghetti Westerns derive.As Leone went along, his films got more daring and complex, exploring new ideas and raising not only the bar for Spaghetti Westerns (which, contrary to popular belief, were around before ""A Fistful of Dollars"") but for Westerns in general. However, this exploration at times affected the quality of his films. Leone was a popcorn director - a visual stylist who always entertained first and maybe provoked a thought or two second. However, his films were never think pieces so when he tried to integrate depth into his films the results became uneven.""For a Few Dollars More"" is his best film because it catches Leone in his most transitional period. At once the film is more complex and stylized than ""A Fistful..."" and more tight and efficient than ""The Good, the Bad and The Ugly"" (which is almost on par with ""For a Few...""). The revenge sub-plot involving Colonel Mortimer is more compelling than the similar one in Leone's ""Once Upon a Time in the West"" because Mortimer is more developed as a character than the Harmonica Player (which is not to insult the great Charles Bronson).And hell, it has Lee Van Cleef as one of the biggest bad-asses of all time. The mere presence of Colonel Douglas Mortimer elevates the film to a new level. He steals the film from ""Manco"" completely. And Van Cleef's theft of the film is what makes it a cut above ""A Fistful..."". As a character, ""The Man With No Name"" (who in actuality has three: Joe, Manco and Blondie) isn't very interesting and there always needs to be a counterpoint to play off of him. That's why ""A Fistful..."" isn't nearly as good as this film or ""The Good..."" (which had the great Eli Wallach in one of the best scenery munching performances ever).So in closing, ""For a Few..."" is a tight masterpiece of fluff Western entertainment. It's mean, violent and immoral, just the way any good Spaghetti Western should be."
donuthaters12,"Oct 1, 2013",7/10,"Sergio Leone's sophomore film in his Spaghetti Western trilogy and is a major step up from A Fistful of Dollars. This was a film that didn't appeal to me, the first time I have watched it but as I watch it more and more along with others within the trilogy, I start to see the great things about this film. For A Few Dollars More is much more bigger and a much more better written film than it's predecessor.For A Few Dollars More was written by both Leone and Luciano Vincenzoni. Both have written a story that is engaging and this is due to a plot with much bigger stakes, and rewards, and also much better written characters. This film fleshes out the characters much more than it's predecessors, taking it's time to show each person's agenda and their personalities, yet Leone and Vincenzoni still has kept the unpredictability that was found in the first film. Oddly enough, even though Eastwood's character is the main star, the film's emotional significance was much more apparent on Mortimer and El Indio. Their back story is the reason that I care about these characters, it tells us why they are who they are. For A Few Dollars More's script has it's humor pumped up in comparison to the first film and I felt that this work. It actually gives the film much more character and helps not make the tone of the film too negative.Sergio Leone has created a film that is much more cinematic and traditional in comparison to the first film but at the same time not trading off the uniqueness of the first film, which was the slow building tension and the close ups of people's faces focusing on their reactions and the emotional facial acting by the actors. This film does increase the beat of the film, with editing that moves the film along at a pace that keeps us on our toes. Leone has definitely have gained much more confidence going towards this film as the film doesn't feel as indulgent as the first and seemed to show much more enjoyment with the story than the first film. This film's budget was much higher than the first film which allowed him to create settings that feel real and lively.Massimo Dallamano is back as the cinematographer of this film. The film looks much better than the first film and this may be due to the increase in budget and shot at better locations or it could be due to Dallamano and Leone has a much better understanding of what they want for this film. The film still retains that style from the first film with close ups that take it's time to move things along but it's much more improved here as they have used different angles and techniques in constructing these shots, allowing them to feel fresh. Dallamano has the camera move in this film much more than the first. The first film has it's shots set up in a way that doesn't require the camera to move or zoom into anything. This movement makes the film move faster and exciting.Ennio Morricone comes back to do the score for this film and it's just as great as the first one. The score here sounds much more fuller and dramatic, this may be due to a much larger story and much more characters focused on. Morricone's score here may not be as memorable as the first or third film but it definitely fits with what is shown on screen and it doesn't feel recycled. The film's score feels fast and upbeat, which sound great in moments of the film that have characters riding their horses on the beautiful backdrops. Morricone also has a much lighter and smaller track that plays during the build up of climax, the music that comes from the lockets. It sounds beautiful and it connects with the emotional weight during these situations.The film's cast is much bigger in this film and the film is now shared with three characters rather than a main focus on Eastwood. Clint Eastwood is great here as expected but not as memorable as A Fistful of Dollars. Lee Van Cleef brings something different to the film which gives the film much more personality. Leone loves to have actors banter in his films and it's definitely apparent here with the focus on the friendship on both Eastwood and Cleef's characters. Both actors work well together and it's a shame that this isn't the case for the next film. Gian Maria Volonte is back for this film as the antagonist, this time his character is much better written and his acting is much more effective but it may not appeal to everyone as he has increased the dramatics in this film in comparison to the first film.For A Few Dollars More is a much better constructed film than A Fistful of Dollars with a bigger and better story and improvements on the acting and photography. The film is great to watch on its own and does not require to watch the first or third film to understand but if you have seen the other films you get to pick up on the small things that Leone has put in this film."
