user,date,rating,content
AlsExGal,"Jan 15, 2017",9/10,"This was Alfred Hitchcock's first American-made film. Quite frankly, I'm amazed at how well Hitchcock ""got"" what American audiences wanted in their suspense films, hitting them out of the park from the moment he began working in the US.Apart from being a tad bit long, this is a well made film. I love the inside of Mandalay and Sir Laurence Olivier played a wonderful mysterious and sullen Maximillian De Winter opposite his new wife, a beautiful and naive young Joan Fontaine who is never even given a name here, probably deliberately and in keeping with how mousy and ""second hand"" she feels about herself in relation to the first and late Mrs. De Winter, who is actually Rebecca from the title.Of course there is also George Sanders, playing the type of character he is best known for--sarcastic, snobby, self-assured, pompous, witty and verbose. He hits the nail on the head as Rebecca's ""cousin"" - so he calls himself. Of course the most eerie and unsettling character was Mrs. Danvers, Rebecca's housekeeper or ""maid in waiting."" Danvers takes great pains in sabotaging the second Mrs. De Winter's marital relationship with Max de Winter,--even going as far as calmly urging her to to plunge to her death into the water from Rebecca's bedroom window at Mandalay. There are a couple of twists in this movie, but I won't give them away. It's best if you watch them unfold yourself in true Hitchcockian style.I will say that Rebecca, the first wife of Max de Winter, is NEVER seen, but we learn about her by what is said about her by the various characters, even going as far as seeing the untouched shrine of a bedroom maintained by Mrs. Danvers. But soon you learn that Rebecca was never the perfect wife Danvers and others make her out to be. The ending is a surprise in more way than one, and yet Mrs. Danvers gets the last word in her own way. A great movie by Alfred Hitchcock and David O. Selznick."
BA_Harrison,"Feb 13, 2020",8/10,"Director Alfred Hitchcock is renowned for his visual acuity, creating some of the most memorable shots in movie history; he also had a keen eye for beauty, casting some of Hollywood's most stunning actresses in iconic roles: Grace Kelly in Rear Window, Maureen O'Hara in Jamaica Inn, Tippi Hedren in The Birds, Ingrid Bergman in Spellbound, and Janet Leigh in Psycho, to name but a few. Perhaps his most enchanting leading lady was Joan Fontaine, who won an Oscar for her role in Suspicion (1941), but who was never more appealing than in her first film for Hitch, Rebecca, based on a novel by Daphne Du Maurier.The gorgeous Fontaine plays a meek young woman (we never discover her name, but she's not the 'Rebecca' of the title) who falls for rich aristocrat 'Maxim' de Winter (Laurence Olivier) while working in the South of France. Equally besotted, Maxim proposes to the self-effacing beauty, and takes her back to his ancestral home, Manderley, which he once shared with his first wife Rebecca, before she drowned in a boating accident. The new Mrs. de Winter does her best to adapt to her new lifestyle, but is constantly under the shadow of her predecessor, with stern housekeeper Mrs. Danvers (Judith Anderson) being particularly disapproving of Maxim's new bride, deliberately driving a wedge between the married couple and even going so far as to try and talk Mrs. de Winter Mk. II into killing herself.Thus far, the film is pure melodrama and sappy romance, and avid Hitchcock fans might be wondering where the murder and mystery is; worry, not, for this comes in the second half of the film and provides plenty of intrigue and suspense as Maxim reveals what really happened to his first wife and is subsequently suspected of her murder. Both his wife and the viewer are aware of his innocence, but with Rebecca's lover Jack Favell (George Sanders) accusing Mr. de Winter of murder, and plenty of damning evidence, things are looking pretty bad for the poor fellow. It all wraps up nicely in the end, of course, but there are plenty of tense moments along the way, all handled in the director's typically assured manner, with bags of atmosphere and sumptuous cinematography.But as great as the direction and story are, it is the performances that really make Rebecca a winner: Olivier is perfect as the troubled toff, Anderson is wonderfully wicked as scheming housekeeper Danvers, nobody does 'bumbling oaf' quite as well as Nigel Bruce (playing Major Giles Lacy, who puts his foot in his mouth whenever he speaks), Sanders is suitably slimy as adulterous blackmailer Favell, and Fontaine... well, she is completely captivating, every smile, every tilt of her head, and every nervous glance guaranteed to win over the viewer (she was nominated for Best Actress in a Leading Role at the Oscars, but lost to Ginger Rogers). Hell, even the dog that played Maxim's mutt Jasper was excellent (so cute!)."
Infofreak,"Jul 8, 2004",N/A,"Hitchcock felt 'Rebecca', his first Hollywood film, was a compromise, but as a viewer I just can't fault it. It's a masterpiece in my opinion, full of suspense, mystery and brooding atmosphere. It's also one of the most romantic movies I've ever seen. I've watched it several times over the years, and even now that I know all the plot twists and turns (quite shocking on your first viewing), it never fails to hook me in. One of the reasons it really works is the flawless casting. I'm not much of an Olivier fan but he's superb as de Winter, with just the right mixture of charm and coldness. And Joan Fontaine is just perfect as de Winter's new bride. I can't spot an unconvincing moment in her performance and can't imagine any other actress in the role. Hitchcock subsequently used her in 'Suspicion' with Cary Grant. She was also excellent in that but 'Rebecca' is a much stronger movie. The supporting cast also includes some brilliant performances, especially Judith Anderson ('Laura') as the extremely creepy Mrs. Danvers, George Sanders who plays Rebecca's slimy cousin, and Nigel Bruce in a typical role as de Winter's bumbling brother-in-law Major Lacy. Sanders subsequently worked again with Hitchcock in 'Foreign Correspondent', and Bruce played Cary Grant's lovable pal ""Beaky"" in 'Suspicion'. I sometimes think that Hitchcock's 1940s movies are overlooked by many because they are regarded as being too ""old fashioned"", but for me movies like 'Suspicion', 'Saboteur', 'Lifeboat' and 'Spellbound' are some of the most entertaining movies Hitchcock ever made, and 'Rebecca' is the best of the lot. If you want to be totally enthralled for two hours just watch 'Rebecca'!"
kosmasp,"Jul 10, 2021",10/10,"Hitchcock - never won an Oscar - not in the Best Director department that is. He was nominated multiple times, but never got one. At least this movie right here won one for best movie. I know it is sometimes strange how a movie can win best movie, but the Director won't get one too.Anyway that does not change the perception most have of him: as one of the best directors that ever made movies. And he made lots of them thankfully. I finally came around watching this one - just before I went ahead and watched the ""remake"" that Netflix released last year. I put ""remake"" in quotes because the movie itself does try to establish itself as being based on the source novel.Now I have not read that, so I can't attest to all the changes that were made (although one was made for the ratings board considering the fate of Rebecca - and that was also used in the Remake). Humor was added though apparently and I would guess that the actors made their roles their own. In combination with what Hitchcock was able to get out of them.Many takes on the most simple things apparently and even a lot of looping (dubbing) of lines that he wasn't too keen of. But I've written so much and have not even touched the surface of what makes this movie great.You have a movie that is about the role of a woman - a second wife no less. A movie that seems to tell so many stories - but especially a story that concentrates on the female main character. Some have claimed that Hitchcock was a misogynist. On the other hand the extras here and some feminist claim the exact opposite. Even in his (infamous) interview with Truffaut, some might say it became clear he was more feminist than he liked to admit.And the movie right here seems to be able to capture many feelings of women. Even add some bi-sexual or lesbian love? You could read that into it - maybe it is in the book too. Again, I can't really tell.Every frame here is planned into the smallest detail. Nothing is left to chance and coincidence. There is a reason he is considered a master. The performances of the couple is amazing - Olivier may not be easy to read, but that is again on purpose.You also have the whole theme of romance and the age gap ... love, betrayal, addiction ... so many themes woven in here. And the overall presence of ... Rebecca. A presence that is felt throughout ... while never seen. And yet it is better this ... it is perfect as it is."
FiendishDramaturgy,"Dec 3, 2003",10/10,"his movie is a 10 from the very beginning. The casting is brilliant, the story is hauntingly beautiful, the performances are the best of what Hollywood once was, and the sets are of quality design and architecture. The direction is awesome, but it's Hitchcock, and I expect nothing less from his productions.Rebecca is a glamorous, beautiful socialite who has won the hearts of all who knew her. Well, almost all. But a year after her untimely death, her grieving husband near his wit's end, has grown seemingly suicidal and aloof.He engages his grief while on a trip to Monte Carlo, and meets the beautiful personal secretary and maid of a long-time friend, Mrs. Edythe Van Hopper. She is young, naive, and completely unprepared for the life which is awaiting her; all qualities which George Fortescu Maximillian 'Maxim' de Winter finds endearing.I won't detail the events in this movie, as the story itself is quite haunting, with surprises around every turn.This is a definite ""must have"" in any suspense / horror / Hitchcock / classics movie collection, and a mandatory must see for all fans of all movies.It rates a 10/10 for its absolute perfection, from...the Fiend :."
alluyb1tch,"May 19, 2021",7/10,"Alfred Hitchcock's first Hollywood production, starring Joan Fontaine, Laurence Oliver and supported by Judith Anderson.It is a film with a dark aura, exquisite in its shots that seem empty but immediately one delights in those empty corridors being able to imagine the echo of those large spaces in that house. It has a lot of personality, and that is because of its legendary director who takes all the credit for me. The plot is well run and accessible, it became a bit dense in the middle. The way Rebecca's character is put together is great, it doesn't require an actress to play it because in our minds she has her own face and scenes, even the energy that adheres to the character.The performances were neat, it is the first film I have seen by Joan Fontaine and I admit that she did not surprise me, I suppose that her character was not so enthusiastic. Laurence manages to stand out a little more giving having the role of developing the twist of the film, where he takes it out of that seemingly nostalgic and gray character, and becomes something darker. Judith Anderson stands out strong with this sinister and insane housekeeper, a superb performance that works.Film nominated for 11 Oscars, winning two, including the most important of the night ""Best Picture"". It is the first film of the mystery and dark genre to win in this category, surprising as I have read here that it is the only Hitchcock film that has achieved this."
dave fitz,"May 1, 2000",10/10,"In his long career, Alfred Hitchcock directed many great films. Rebecca ranks as one of the greatest. It was the only Hitchcock movie to win a Best Picture Oscar and it was his first Hollywood film after leaving England. This was also the first film in which he adapted someone else's work, the famous novel by de Maurier.This film features all the twists and strange characters you would expect from Hitchcock along with the trademark unexpected ending. Sir Laurence Olivier is great, as usual, as Maximillian de Winter. The stunning Joan Fontaine is wonderful as ""the Second Mrs. de Winter"". Rebecca is an entertaining thriller by one of the masters of film."
fullthundermoon-36564,"Nov 20, 2021",10/10,"Snuggle up and be entertained by this dark, psychological masterpiece of cinema. This film has it all: acting, plot, mesmerising scenes, and unbearable eeriness. If you are not familiar with the novel, this film will incentivise you to read.."
fletch5,"Sep 8, 2000",6/10,"""Rebecca"" is often mentioned as one of Hitchcock's finest works. In my opinion, it's his most overappreciated film. I just don't understand what's so good about this overdramatic, fairly unhitchcockian yarn. It goes on and on and on revealing ""the secrets of Manderley"", and then ends quickly, almost furtively. Maybe the maestro himself didn't like the film neither, because his cameo is a really hard one to catch! Still, ""Rebecca"" is worth seeing at least for Judith Anderson's amazing performance as the evil Mrs. Danvers.If you're a Hitchcock fan, take notice that Leo G. Carroll (Dr. Murchison in ""Spellbound"", senator Morton in ""Strangers on a Train"", the professor in ""North by Northwest"") makes his first appearance in a Hitchcock movie as Rebecca's doctor (near the end of the film)."
riverspipe,"Apr 2, 2005",5/10,"There are two moments of cinematic greatness in this film. 1)The home movie scene, and 2)the scene involving Danvers manipulating Joan Fontaine after the costume ball. But though these memorable instances attempt to cajole us into admiration during the viewing, the overall product beckons us to reexamine our initial wooing. There are a few other moments of atmospheric success, and Fontaine's initial arrival and exploration of Manderlay and its characters is interesting, but otherwise, the film is often mediocre, and sometimes even poor. Laurence Olivier is very stale and does not exude much of a presence, nor a riveting sense of charm. Fontaine is better, but her character is completely over-the-top. She seems well adjusted and interesting at first, then does nothing but shake and stand with lost eyes for the rest of the film. I know the situation is supposed to bring about such behavior, but it is just too much. The chemistry between the two characters is horrible. Perhaps that is supposed to demonstrate the awkwardness in their relationship. But, then we find de Winter really does love her, and he hates his dead wife. So while his madness translates well, his supposed love for her never does. Not even at the end. And hers for him feels impossible to get our heads around, since he never does anything but be rich and handsome to impress her. I know, I know, those are the dynamics of the relationship, and some of them are more subtle (e.g. de Winter probably goes for her because she seems sexually tame and timidly obsequious), but it still does not feel right in the end. The characters' actions are too shortsighted for the overall plot.The film often has no momentum, and drags on forever. The entire opening courtship can be eliminated since it is not efficacious in convincing us of much romance anyway. Then there is the second part, where Fontaine slowly learns the secrets of Manderlay, and though this probably is the best part of the film, it still never feels like it is building to a climax, even though every scene attempts to convey a bit of foreboding intrigue. Instead, it becomes monotonous; precisely because every scene is exactly the same. The end feels like it should approach soon after Danvers diabolical rant. Then there is Olivier's admission, and it feels like it should come again. But again it doesn't, and when the ending finally does come, it is of such an enormous magnitude that it feels too brief.Then there is the story, which I believe has a couple of plot holes, and realistic dilemmas, though I cannot say with absolute certainty. The film has a chance, but not without a reassessment of the script. Another chance at astonishing greatness blown."
