user,date,rating,content
Sleepin_Dragon,"Jun 16, 2023",9/10,"In the future year of 2019, a group of four replicas arrive on Earth in search of their creator, Blade Runner Rick Deckard is persuaded into hunting them down.Love it or hate it, one thing that can't be questioned, is the amount of movies that this film inspired. Blade Runner was a ground breaking movie, one that was way ahead of its time.Blade Runner is up there with Dune for me as one of the greatest movies to come out of the 80's, I would definitely deem it as a classic, it's so watchable.The best element for me, the visuals, this is one the truly exquisite looking film, consider the era it was made in, and the lack of sophisticated special effects and tech, this is a triumph of creativity.I know pacing is an issue for some, and storytelling has changed with time, but the pace here is very deliberate, it develops and builds, it's there to give you a sense of unease. Don't expect action at every turn, that's not the purpose of the film.The music of Vangelis is terrific throughout, it adds to the film, and never imposes or tries to overtake.I always love seeing someone's vision of the future, and the future world is wonderfully imaginative and perfectly realised, though still wonderfully 1980's, so there's plenty of punk and glam, big hair, clear plastic jackets and eye shadow galore. One thing that was spot on, a greater coming together of cultures.A recent news article about AI made me think of this film, scientists are warning about the threat posed by AI development, after watching this film again, I can see where they're coming from.Harrison Ford is great, perfectly cast as Deckard, another of his iconic roles. Rutger Hauer also manages to captivate and terrify.This is a classic, quality movie.9/10."
gogoschka-1,"Feb 11, 2018",N/A,"A feast for the eyes. Dark and uncompromising. With a haunting musical score by Vangelis that adds a hypnotic quality to those breathtaking megacity landscapes of future Los Angeles. Ridley Scott's adaptation of Philip K. Dick's post-apocalyptic bounty hunter story 'Do Androids Dream Of Electric Sheep' is a visionary work of art; it's a dystopian masterpiece and I'd personally call it as much a milestone of science fiction as Kubrick's '2001' (and be advised to watch the version known as the ""final cut"" if you want to catch 'Blade Runner' as it was intended by its director).It's hard to overstate how influential the film was; it invented the sci-fi subgenre now known as ""cyberpunk"", and it was also the first ""film noir"" in a sci-fi setting. And although it looks so distractingly gorgeous that even today there are people who still dismiss it as superficial and mere ""eye candy"", it is a philosphically deep film that ponders existential questions about the nature of being human. Its slow, brooding quality will perhaps leave some modern audiences who are used to a different pace and more action underwhelmed - but make no mistake: this is a groundbreaking masterwork of its genre and a timeles classic. 10 stars out of 10.Favorite films: IMDb.com/list/mkjOKvqlSBs/Lesser-Known Masterpieces: imdb.com/list/ls070242495/"
SantiagoDM1,"Aug 20, 2018",10/10,"Blade Runner describes a future in which, through genetics, artificial humans are manufactured and called ""replicants""; employees in dangerous jobs and slaves in the outer colonies of the Earth. Made by Tyrell Corporation under the motto ""more humans than humans"" -especially the ""Nexus-6"" models- not only resembles humans, they are far superior physically.The replicants were declared illegal on planet Earth after a bloody mutiny occurred on the planet Mars, where they worked as slaves. A special police force, Blade Runners, is in charge of identifying, tracking and killing - or ""withdrawing"", in terms of the police itself - the fugitive replicants found on Earth. With a group of replicants loose in Los Angeles, Rick Deckard, the best agent that has existed in regard to the recovery and removal of the replicas, is removed from his semi-retirement to use some of ""the old magic blade runner"".Ridley Scott fantastic dark cyberpunk style and futuristic design is so well made that accomplished to create a visual vocabulary: neon lights, abandonment, decay, loneliness, obscurity, indifference and alienation are the core of the aesthetics of the film, which will eventually become and serve as a pattern for successive cinematographic works.The script David Webb Peoples adapted from 'Do Androids Dream of Electric Sheep?' takes the viewer into a dwelling and philosophical controversy, as it creates doubt and empathy to the so called replicants, primarily as seen in many shots of Rick Deckard hesitating about the true nature of his task.Harrison Ford and Rutger Hauer haunts the attention into the essence of the story. Their characterization throughout infiltrates the different conceptions of life. A saddened soul searching for the meaning of his punished existence and the other, ruminating a task sinking him into a moral void brimming with guilt.At the end, the movie leaves you wondering about the implications the creation of highly intelligent beings (IA) must have and, if it's worth treating them as machines or they have become so human that the difference is non existent.""Time... to die"".10/10."
snoozejonc,"Feb 18, 2021",10/10,"Rick Deckard is given an assignment to 'retire' several biologically engineered fugitives.The plot follows Deckard as he hunts replicants, falls in love and questions his own humanity. It moves slow, allowing you to take in all the sights and sounds of 2019 Los Angeles (as imagined in 1982), whilst pondering some of its themes.The imagery and dialogue associated with what defines a sentient being and what makes us human is compellingly portrayed. The device used to explore these themes is the genetically engineered humanoid life-form, the godlike status of its creator and the morally compromised nature of the ordinary human. Additionally the number of references to the eyes and linking of what we see and remember versus what is fake and reality, is cleverly mixed into the story. If you want in depth analysis, google 'Blade Runner Themes and Motifs'.The character of Roy Batty has been interpreted as both a religious and philosophical allegory, but these theories are debatable. He is for me the most intriguing character in the movie and his final scene is one of the most memorable of all time. Along with Deckard, it made me wonder if there is any real difference between humans and replicants. He is portrayed wonderfully by Rutger Hauer who both looks and acts the part.Deckard is impressively played by Harrison Ford, who is perfect for movies with an emphasis on visuals. Ninety percent of his power as an actor comes from his screen presence and soulful facial expressions. His scenes with Sean Young young are as touching as the action scenes are brutal.One of Blade Runner's most memorable aspects is its depiction of 2019 Los Angeles, with its permanently dark rainy skies, overcrowding, neon lights, high concept technology, urban decay and environmental devastation. Take away the flying cars and off-world colonies and it's not far off an accurate prediction.I could write about the atmospheric cinematography, artistic designs and special effects, but nothing I can say would do it justice.The question of whether Deckard is replicant or human is interesting. There is evidence of both but you must watch and decide. Does it matter? Probably not. If I had to decide, I'd say replicant."
muckenschnabli,"May 10, 2020",10/10,Just my personal opinion. Everything is perfect about this movie. I saw the movie the first time when I was 12 and it was mind blowing for me. 38 years later I feel the same about this movie. Timeless and beautiful. For me 10/10 with a star and smile
Flagrant-Baronessa,"Jul 25, 2006",10/10,"Dark, deep, uncertain, unsettling  imagine the most beautiful nightmare you've ever had  this is Blade Runner (1982).Ridley Scott's Blade Runner is a brilliantly crafted science fiction film that not only touches upon, but bravely plunges into deep philosophical questions, making it simply ten times more important than any film of its genre. I love it not only for the initial feeling it gives, but because of its perseverance  none of the visuals, themes or technology feel dated but as deep, gripping and current as ever. It is timeless beauty with huge doses of emotion.Set in 2019 Los Angeles, Blade Runner zooms in on the eerily-lit, urban streets of the city and follows Richard Deckard  superbly played by Harrison Ford who brings an exquisite moral ambiguity to his character  a special policeman who tracks down and terminates artificially-created humans called replicants, who have escaped from an Off-World colony and made their way to earth and need to be stopped. The things Deckard encounters on his detective journey raise many philosophical questions like: Who is really a replicant? Are replicants really bad? If replicants are bad, when why did we go to such lengths with our technology to create them? Are replicants really humans? Is Deckard a hero? This truly is a film that demands subsequent discussion and its ambiguous ending leave a haunting and eerie feeling.In spite of a rich glaze of science fiction and futurism coating this adventure, there are distinct film noir elements present  primarily in the bluish haze that the film is seen through and its gritty urban atmosphere. Whoever thought of this combination is a genius. Since it is all about technology, it fits then that Blade Runner features a ridiculous amount of product placement, especially from Atari. In any other film, this would have felt out-of-place but here it is simply perfect. The score by Vangelis is strangely gripping when combined with the striking cinematography of the film.Blade Runner deserves credit, celebration and remembrance for it is simply an excellent film.10 out of 10 (and I don't just throw this grade out like SOME people)"
joelhoff,"Mar 5, 2002",10/10,"This is truly one of the greatest science fiction films ever made, one that requires a thinking viewer in order to understand and appreciate it.  The director's cut is the recommended one to see as it omits a somewhat distracting narration and avoids an unnecessary Hollywood-style ending that is at odds with the rest of the film's tone.A true science fiction story or film is about ideas, not spaceship battles, futuristic gadgets, or weird creatures.  ""Blade Runner"" fully qualifies as this in its examination of the impact of technology on human society, existence, and the very nature of humanity itself.  These themes are set in a fairly basic detective story that moves slowly but gradually builds power as the viewer is immersed in a dystopian futuristic Los Angeles.Harrison Ford fans accustomed to the normally dynamic roles that he plays may be dissatisfied with the seemingly lifeless lead character that he portrays here as the replicant-hunting detective known as a ""blade runner"". They should be, for this dissatisfaction is part of the film experience, part of the dehumanized existence in the story's setting.  However, as the story unfolds, we see Ford's character, Rick Deckard, slowly come alive again and recover some humanity while pursing four escaped replicants.The replicants, genetically-engineered human cyborgs, that Deckard must hunt down and kill are in many ways more alive than Deckard himself initially. Their escape from an off-world colony has an explicit self-directed purpose, whereas Deckard's life appears to have none other than his job, one that he has tried to give up.  By some standards, Deckard and the replicants have thin character development.  However, this is a deeply thematic and philosophical film, and as such the characters are the tools of the story's themes.  Each character reflects some aspect of humanity or human existence, but they lack others, for each is broken in ways that reflect the broken society in which they live and were conceived/created.There are several dramatic moments involving life-and-death struggles, but most of these are more subdued than in a normal detective story plot.  The film's power is chiefly derived through its stunning visual imagery of a dark futuristic cityscape and its philosophical themes.Among the themes explored are the following: - The dehumanization of people through a society shaped by technological and capitalistic excess. - The roles of creator and creation, their mutual enslavement, and their role reversal, i.e., the creation's triumph over its creator. - The nature of humanity itself: emotions, memory, purpose, desire, cruelty, technological mastery of environment and universe, mortality, death, and more. - Personal identity and self-awareness. - The meaning of existence.If you are not someone who naturally enjoys contemplating such themes, the film's brilliance may be lost on you.  The climax involves a soliloquy that brings many of the themes together in a simple yet wonderfully poetic way. Anyone who ""gets"" the film should be moved by this; others will sadly miss the point and may prefer watching some mindless action flick instead.""Blade Runner"" is a masterpiece that deserves recognition and long remembrance in film history."
fryguy-88668,"Feb 28, 2022",6/10,"I know it is blasphemy to many, but I didn't love this movie. Somewhat groundbreaking in its use of actual darkness to impart the bleak tone. I'm a fan of Harrison Ford and Ridley Scott. The supporting cast is solid. It's just a bit boring at times."
marntfield,"Jul 14, 2005",9/10,"What can be said about this film that hasn't already been covered in preceding decennia? Blade Runner (either version) stands the test of time as an epic story which transcends a disparity of genres, as well as the seminal ""dark"" sci-fi film which has been mimicked so frequently (to varying degrees of success) since its original release. The interplay of film noir, sci-fi, and what is one of the most philosophically symbolic and academically analyzed narratives of the modern era holds its ground on both visual and cerebral levels even in the face of today's CGI laden blockbusters. The new director's cut, contrary to many cinematic re-hashings, actually serves to clarify many of the more nebulous aspects of the plot and makes a great film even better, arguably allowing it to be modernized and polished for a new generation of viewers who are more picky and yet simultaneously less idealistic. All while sustaining the feeling and flavor of the original. Call it restorative work if you will. The tinny and meandering score by Vangelis is pure 1980s at its most brooding and fits the texture and mood of the film beautifully. Indeed, for many reasons, finding this film in someone's DVD collection makes a true statement about their discriminating and refined taste in movies, and equally their appreciation of film as an artistic medium. I would suggest picking up a reader by someone like Nietzsche, Foucualt, Descartes, Kierkegaard, or any of the great existentialist philosophers after viewing this film in order to appreciate the story & its concepts at a whole new level, regardless if you're watching it for either the 1st, or the 100th time. An enduring classic and an intrepid piece of film-making with rich & often haunting visuals designed to entertain and promote introspection amongst its viewers. 9/10."
casstevens-43612,"Jul 9, 2021",6/10,"First of all, I REALLY want to like this movie since I love sci-fi movies. I first saw it in december last year and the movie left me very disappointed. I just rewatched it, hoping that I missed something the first time I watched it, but it didnt get any better on rewatch. I'll start with a positive note ; Everything in this film looks absolutely fantastic. For design and production it gets a 10/10. But asside from that, the movie gives me pretty much nothing else to enjoy. The plot was uninteresting and the pacing was too slow. Besides Rutger Hauers character, all the other characters in this movie were among the most boring and monotone I have ever seen, which makes me not care about any of them. All that happened in the movie was basically just Harrison Ford and Rutger Hauer going from place to place to interrogate people and kill them. I still rate it 6/10 because the design kept me sort of entertained and the final battle was ok I guess. It may sound very controversial but Blade Runner 2049 is a much better movie."
