user,date,rating,content
Lejink,"Nov 9, 2023",8/10,"My old dad used to treat this Mel Gibson Best Picture Oscar-winner with utter scorn and derision, especially with reference to the actual facts as known. He always started off with the respective differences in size between the real William Wallace's true dimensions and the much less imposing Mel Gibson while anyone who does the mildest of diligence into the historical facts will see just how much licence director Gibson and his screenwriter Randall Wallace took with the Scottish rebel-hero's story. I know and knew all this even as I rewatched the film again but despite the overwhelming number of plot contrivances served up, I have to admit as an independence-leaning Scot myself, the film never fails to stir my own blood.We follow the young Wallace from his early childhood, almost literally blooded early in life to hate the occupying English army under the rule of their despotic King Edward Longshanks played with real brio by Patrick McGoohan. When he loses his father and older brother in another betrayal by Edward, it's clear that the now fully-grown, long-haired Wallace is only awaiting one final provocation before he accepts the freedom-fighter mantle and takes up the cudgels on behalf of his downtrodden people.For those who don't know very much about Scottish history, it is filled with glorious failures and almost as often double-dealing, back-stabbing intrigue so that it's no surprise when his heroics are brought to an end by a combination of underhand scheming on the part of Edward and the connivance of the corruptible Scottish nobility, in particular the treachery of the future ""try, try again"" hero - King Robert the Bruce. But Wallace has the last word in more ways than one with his martyr's death and impregnation of the future English queen.Certainly one of Hollywood's more outrageous retellings of a story from history, the movie bludgeons its way into the viewer's consciousness down to the twin combination of Gibson's muscular, gritty direction and his athleticism and conviction in the lead role. Sure, the accents across the cast are occasionally as convincing as a King's promise, but with effective use of crowd scenes and the gory, no holds-barred depictions of battleground warfare, laced with earthy humour and even a good old Highland romance, Gibson delivers a powerfully uplifting if historically inaccurate feature which has thrilled the Scottish national psyche and no doubt the freedom-seeking aspirations of many another country ever since."
klindon-38400,"May 3, 2023",9/10,"I'm a fan of super intense acting performances. Intensity to me is what I think people call star power or charisma. Lethal Weapon is one of those movies where his intensity is on full display but he has a different kind of thing going on here. He's a tad older, wiser, gets accosted personally and his livelihood, so his intensity is of a different ilk. He's crazy in Lethal Weapon but in Braveheart he's completely intense while being completely sane at the same time. All of his actions in this film are justified. You're rooting for him from frame one. This is the best film he's ever been in and possible ever will be."
Xstal,"Sep 6, 2020",8/10,"A simple message but even today, over seven hundred years later, there are far too many captive to their cultures, governments and institutions. They take a large slice, sometimes all of the freedoms William Wallace and so many others fought for. Keep up the fight because, like the tide, those oppressive forces wont curtail.A rousing piece of cinema, you can forgive the historical inaccuracies in order for it to tell a hugely engaging and inspirational story full of hope, although it leaves you under no illusion of mans inhumanity to man and the vile and despicable things that can be done in the name of greed, power and control."
0U,"Feb 24, 2020",10/10,"The Academy Award winning war epic Braveheart is an extraordinary film that set a new bar for the genre. The story follows a Scottish peasant named William Wallace who's pushed into leading a rebellion against the tyranny of English rule when his wife is murdered. Starring Mel Gibson, Patrick McGoohan, Sophie Marceau, and Brendan Gleeson, the film has a strong cast that delivers outstanding performances. Additionally, the battle sequences are remarkably gritty and violent, which adds to the authentic tone of the film. And, composer James Horner provides a sweeping and majestic score that's incredibly powerful. A groundbreaking film, Braveheart does an exceptional job at depicting both the valor and the horror of war."
brentcollyer,"Mar 12, 2021",10/10,"It doesn't get any better than this. Mel Gibson didn't just star in this movie but directed and produced. No one will ever forget...Run, and you'll live... at least a while. And dying in your beds, many years from now, would you be willin' to trade ALL the days, from this day to that, for one chance, just one chance, to come back here and tell our enemies that they may take our lives, but they'll never take... OUR FREEDOM!"
rutan07,"Sep 13, 2005",10/10,"Most on this site pick the Godfather, or the Shawshank Redemption, but this is it, this is the best film ever made. People will complain, will argue that I am wrong, but I will say it again...Braveheart is as close to perfection as a movie can be. The acting is superb, the man who played Lonshanks, the actor who portrayed Robert the Bruce, both should have been nominated for Oscars due to their powerful rendering of evil and a man who is saved from losing his humanity (from becoming evil) by meeting William Wallace. And let us not forget the direction, the cinematography. Braveheart is glorious, beautiful to look at. The slow motion pictures of horses preparing to charge armed combatants, the entire landscape of Scotland that Mel Gibson captures with the camera. Braveheart is artwork, it is as good as any picture. That the film is number 93 on the list of the top 250 movies ever is a shame. Yes there is violence in this film but that violence does serve a point...that freedom isn't free and sometimes it takes death, gruesome and horrible, to let ones people taste what it is like to be free. Braveheart is a great movie and it deserves to at least be in the top ten of IMDb's list of greatest films."
damianphelps,"Jan 21, 2021",10/10,"What to say about Braveheart?This movie holds up against the challenge of aging, its exciting, adventurous, funny and passionate.
The movie is beautifully shot and sounds incredible.Is it violent? Sure but what war isn't. I think Mel makes violence as much a part of the story in all his (relevant) films. The characters struggle through great violence and the impacts that is has on them, by not shying away from it we are allowed to get a small appreciation of it and them.The movie isn't OTT but delivers great action that serves the story and entertains the viewer.Its considered a classic film and so it is."
high_voltage_41,"Nov 19, 2005",10/10,"I remember seeing this movie for the first time in late 2003, and I was impressed. I saw it again last night, and I was even more impressed. The acting is amazing, and the ending was brilliant. For me, all my guesses were incorrect. Everything that happens in this movie in unpredicted. The last half hour itself was highly unpredictable, and it had a powerful message. When a scene was meant to be dramatic, they did a great job at it. I don't know about everybody else, but the ending did make me cry. The message the movie sent kept me thinking for a while. The amount of courage and bravery was inconceivable, there was barely any faults or anything wrong with the movie. For a movie of 1995, they did a great job.I absolutely guarantee this movie to anybody who enjoys action and war with a bit of drama mixed in. One of the best, or maybe even the best movie of the 20th century."
riddler_1138-3,"Nov 19, 1999",N/A,"On my list of the greatest movies of all time, BraveHeart ranks as number 3. It is by far one of the most epic stories ever told.  Mel Gibson deserved all the credit he recieved and more. His portrayal of William Wallace, one of Scotlands most mightiest warriors, was spot on.  The only part that lacked was the romantic affair of Princess Isabella and Wallace.  It historically never happened.  This movie also has other historical errors but WHO CARES!The Battle of Stirling has to be the second most graphic piece of footage ever shot next to Omaha Beach in Saving Private Ryan. I love the part where the English Commander gives the order to charge and Wallace sees this and raises his broadsword into the air and starts yelling.  He charges the field with the Scots and I'll let you see the movie to see what happens next.Wallace's emotional speech at the battle of Stirling still is inspirational and I think that the REAL William Wallace would be proud of the way Mel Gibson portrayed him.My hat goes off to Mel Gibson.  I hope he makes a few more movies like this one.Out of ten............10/10!"
GoonerMan,"Dec 19, 2000",7/10,"I am a fan of this particularly period in English History and when I initially saw Braveheart I recognised that this whole story is a complete fabrication and bears no resemblance to the truth at all. But I didn't worry too much - surely everyone would recognise that this is just a film? But no - it seems that a lot of people have swallowed this drivel and think that its all true.This film is not just a little bit inaccurate, its a complete and utter joke historically. Just because Edward I (or Longshanks as the film constantly refers to him) died nearly seven hundred years ago is not an excuse to assassinate his character and to depict him as a coward is a complete disgrace. Edward had another nickname apart from Longshanks - The Lion of Justice - now I doubt he got that from being a tyrant!!!! This film makes the classic mistake of judging historical events and characters by todays standards rather than the context in which they existed. The political and social environment of medieval Europe was a lot different to modern-day USA, and do not be thinking that the Scots themselves were averse to invading weaker countries - they attempted to invade Ireland while Bruce was on the throne under the pretence of 'helping' them (they lost!). Now, I have the utmost respect for Wallace, but to depict him as a moral crusader is way off the mark - he was certainly capable of acts of brutality and barbarism himself. The character of Robert Bruce is equally inaccurate - being depicted as feeling guilty over changing sides when in fact all of his actions were for his own gain - and this is a man who murdered another Scottish claimant to the throne in cold blood - hardly a nice guy!The storyline and characters in the film are also terribly one-dimensional. Every single Englishman in this film is evil and cowardly - there are no good English people to create a conflict in the English camp that would have made things more interesting. The English, like all European and World powers have been guilty of their fair share of atrocities in the past, none of which I am proud of, but to cast us as complete villains is clearly racism.  Also, the plot has far too many holes and the characters do not behave logically - for example a royal French princess (Isabella) falling for a common Scottish peasant (although in reality Wallace was not a peasant and Isabella was only a child when Wallace died anyway and she certainly never met him). Edward also behaves illogically - loosing arrows on his own troops and throwing a young nobleman out of his castle window. The barons in England were immensely powerful at this time, and the king could not just do as he pleased without repercussions. However, perhaps the best joke of all in this film is the suggestion that Wallace was the father of Edward III. Apart from the fact that Edward III apparently looked very similar to Edward I and every bit a Plantagenet, he was born about 7 years after Wallace died anyway. There are enough historical inaccuracies in this film to fill a book.As a piece of cinema this film is highly entertaining, if a little simplistic in plot. The battle scenes are exciting (although not accurate re-enactments of the battles they represent) and the story interesting enough to keep you watching. So, watch it and enjoy - but please treat it as a work of fiction, as apart from the names of the characters this is clearly what it is. History has always contained more exciting stories than fiction ever could - but the fact that the scriptwriters of this film needed to be so economical with the truth tells its own story - Wallace's life, although historically important, wasn't that interesting at all in reality."
