user,date,rating,content
Stibbert,"Nov 12, 2005",8/10,"Fargo is a great piece of movie. It has a strong story and a strong cast. It's down to earth and believable.Jerry Lundegaard is in some trouble. He hires two small time crocks from Fargo to kidnap his wife. The plan is for her father to pay off and for Jerry to take the money. Things don't exactly goes as planned as they kill three people and get a pregnant Chief on their tail.The Coen brothers have does a terrific job on this movie. It's a well written, original story with an original setting and it doesn't try to be anything it isn't. Just a few characters, a simple plot and small scale. They stay away of clichés and don't even remotely try to mix in anything of that regular Hollywood crap. They manage to capture the mood, the people and the action pretty good. The characters are great, they're reasonable and believable. They manage to keep it serious, but not too serious and put inn a joke here and there.The actors are great. They way they manage to put on a happy smile and make it seem polite and a little, but not all too false in a great way. William H. Macy is great as Jerry Lundegaard. He gives a little nervous, kind of boy scout performance and it fits perfect. Steve Buscemi and Peter Stormare makes two great small time losers. Buscemi is great as a small, funny looking, constant talking bad guy and Stormare fits the big silent, violent, psychopath type really good and they act these characters all the way out. Kristin Rudrüd does a good job as Jean Lundegaard and Harve Presnell as the rich dad is always a winner.The cinematography is good. All of the shots are good looking and some of them are original, cool and extra good looking. All of the shots are well composed, the lightning is good, but not much out of the ordinary. There are a nice play with the colors in some shots involving the snow.The score is really nice. The theme is a little sad and so is the movie. It's moody and supports the action and fits the settings very well. It's used in a classical way between the action and that works very well, it makes the action seem more real and more close.Fargo is a original movie out of the ordinary. The story is good, well written and it's well brought to life and captured. The Coen brothers has made a timeless and very enjoyable movie. See it!"
paul2001sw-1,"Apr 13, 2005",7/10,"The Coen brothers' 'Fargo' is nearly a great film: a beautifully shot, blackly comic thriller that quietly subverts every convention of the genre. This is a film where the remote mid-western city of Minneapolis plays the same role as New York in a normal crime story, a hub of civilisation and vice; where the hero is a woman (and a heavily pregnant, happily married woman at that); and the chief villain a car salesman of absolutely no slickness whatsoever. In a final irony, most of the action doesn't even take place in Fargo, but in the even more obscure town of Brainerd. Yet I found it hard to love this film. At brief moments (in depicting the relationship of policewoman Marge, played superbly by Frances McDormaid, and her husband), it feels astonishingly tender, yet at others, it feels as if it is simply making fun of the strange folks from outer America with the wacky accents and absurdly stoical demeanour. And the combination of deadpan acting and frankly silly plot excess sometimes works and sometimes doesn't. Above all else, perhaps, 'Fargo' lacks a beating heart: while nearly moving, and nearly funny, there's a part of this film that refuses to commit itself, that prefers to hold back and mock not just its subjects, but also the idea that a film should take itself seriously. The Coens are widely celebrated as among the best film-makers of our age, but watching their films, I usually end up wondering whether irony is not a slightly over-rated virtue. Fargo looks lovely, and weird, and has a wry outlook all of it's own; but it won't make you laugh out loud, or cry. If it wasn't called a masterpiece I might almost like it."
aharmon,"Apr 2, 2001",N/A,"""What'd this guy look like anyway?""  ""Oh, he was a little guy, kinda funny lookin'.""  ""Uh-huh. In what way?""  ""Just a general way.""  In that interplay between a Brainerd, MN., police officer and a witness  discussing a criminal investigation, you have one of your principal  pieces of dialogue from what is considered by many to be Joel and Ethan  Coen's finest film.  Of course you can draw comparisons to others they've made, such as  Blood Simple, Raising Arizona, even Barton Fink and The Big Lebowski.  But Fargo illustrates the Coen Brothers' takes on plot, art and drama  more succinctly and emotionally than any of those others. Here you have  a set of memorable, if not always likable, characters in a plot that  goes from clunky to chaotic in the most unspoiled manner, from Jerry  Lundegaard's stilted conversation with Gaear and Carl in a bar in Fargo  at the beginning of the movie - the only occasion in which the movie  specifically shows you Fargo, N.D. - to Marge Gunderson's confrontation  with Gaear and the wood-chipper.  Frances McDormand deservedly won an Oscar for playing a well-balanced,  intelligent, pregnant police officer placing her own straightforward  methodology on to an investigation of bizarre goings-on. And William H.  Macy gives a true one-two punch playing a frenetically-charged, fearful  and, in the end, inept used car salesman trying in the most remarkable  manner to make money. The two best scenes in the movie are the two  occasions in which Marge questions Jerry about the Brainerd murders and  a car from his lot being involved -- I couldn't imagine an actress  doing a better job of seriously but comically exclaiming, ""He's fleeing  the interview!""  Notable among the actors as well are Steve Buscemi and Peter Stormare  playing Carl and Gaear, the two hit men hired by Jerry to help him con  his father-in-law out of money. There's comic brilliance watching  Stormare silently grimace at Buscemi's violent but gregarious behavior,  and Buscemi shines being able to play the most out-of-control of all  the characters in the movie. Kristin Rudrüd also stands out playing  Jean Lundegaard, Jerry's haplessly kidnapped wife.  If you can appreciate an intelligent look at not-always-so-intelligent  life on this planet, you'll enjoy the little more than the hour and a  half this movie has to show you."
ccthemovieman-1,"Nov 24, 2006",10/10,"I didn't see this in the theater but saw it the first week it was out for rental, and have enjoyed it ever since. In fact, I probably enjoy this more each time I view it. It's a sick movie, though, make no mistake about that. However, it holds a strange fascination, probably because of the odd characters.About the story: first, it is NOT a true story as indicated in the movie. That's a lie. It's a fictional kidnapping-turned into murder story with a few bloody scenes, lots of profanity (most of it by Steve Buscemi) and a comedy. Yup, this is pure ""black comedy."" It's dark humor mixed in with a parody about the way the Scandanavian people in the upper Midwest supposedly speak.Both William H. Macy and Frances McDormand have some wonderful facial expressions along with their accents. Those two and Buscemi are the lead characters and all three ""are a trip."" Macy is hilarious; the best character in here, in my opinion. The more I watch this film, the funnier he gets. It's also the best role, I assume, ever for McDormand who was never a star before - or since - this movie. Her character in here, ""Marge Gunderson,"" elevates this movie from just another modern-day sick crime movie, to an original. It's nice to see a wonderful husband-wife relationship, too, as is shown here with her and husband ""Norm"" (John Lynch).You have this clean, old-fashioned lady cop (McDormand), a middle-of-the-road bungling car salesman (Macy) and two extreme low-life killers in ""Carl Showalter"" (Buscemi) and ""Gaear Grimsrud"" (Peter Stormare) all combining to make this story a mixture not only of people but genres. Other minor characters are strange, too, led by one of Marge's old high school acquaintances ""Mike Yanagita"" (Steve Park). Add to that some equally-bizarre music (slow violins) and you have this unusual story that brings out the morbid fascination in us viewers.So, I guess what I am saying is this movie truly is an original, the best film the Coen Brothers have ever made and maybe the rest roles ever for the three main actors, McDormand, Macy and Buscemi."
retroman85,"Nov 11, 2004",10/10,"I've always thought Fargo would make a great Shakesperean play; you could alter the modern elements and still have created a buzz 400 years ago in suburban England. Indeed, the plot is similar to Hamlet's, in that they both have characters we root for who create zany plans than end up spinning wildly out of control into bloodshed. Many people seem to like Fargo for its humorous qualities, its characterization of the Minnesotan culture and Frances McDormand- not me. I love Fargo for its brilliant writing, its tragic musical score, its tragic plot, William H Macy, Harve Presnell and Steve Buscemi, its ignorance of political correctness (how many movies can you remember when the only two minority characters were both revealed to be creeps).I want to draw attention to an overlooked reason why the film works so well - how well the music suits the visuals in this movie. Each murder scene is scored superbly, and other audio clues really add to the effect (for instance, notice how when the police officer asks Carl Showalter ""What's this?"" in reference to the abductee, a disquieting guitar sound is immediately played that has an instantaneous psychological effect on how you interpret the scene). I have seen this film over, well, an embarrassing number of times and have committed its screenplay, from start to finish, by memory. Fargo is the ultimate Coen Brothers movie, a brilliant tragedy, and restores my faith in Roger Ebert as he places this movie in as his fourth favorite movie of the '90s."
julieshotmail,"Nov 26, 2023",9/10,"Some may argue that this film is too violent. Some may say that this film is offensive to those who live in Minnesota or North Dakota due to the exaggerated accents. Nevertheless, this film is superb in that it has just the right amount of mix between comedy, horror, and police procedural antics. I recommend it because it does flow well, and you get to appreciate the talents and commitment the actors put into this film. Rewatching this in 2023, I have come to appreciate why this has become a cult classic that has spawned its own TV series dating back to 2014, with a season 5 just dropped, paying homage to the movie with neat Easter eggs. If you enjoy the TV series, you'll do yourself a favor with a rewatch of this one."
Muelko,"Jun 17, 2022",6/10,"I didn't really think, about what to expect from this movie, but ehm - it was good, but I don't understand the cult status here. Absolutely not. It has some interesting ideas and some bizarre moments and it's fun and all, but not a single twist or some kind of thick character development - I don't know, wasn't bored, but it is just a mediocre crime thriller with some nice moments here and there, but certainly nothing more. Francia McDormand was very good, and so was Macy and Buscemi and that blonde guy, but I don't really know what to love. I appreciate it, of course I do, it's not a trash movie and the cinematography isn't bad (omg it's Deakins), but 4.2 on Letterboxd? That's quite a lot for this movie. But finally watched it, because I remember I started a watch long ago but didn't watch it so yeah, glad I finally did and - it wasn't excellent. Just a fun little crime movie, nothing more I'm afraid."
Sleepin_Dragon,"Nov 12, 2023",8/10,"Jerry Lundegaard is sick of working for his father in law, sick of his wife, and decides it's time to get rid of his challenging relatives, he employs hitmen, but things don't go according to plan.Fargo is one of those films that didn't finish with time, arguably it gets better with subsequent viewings. Yes it's a thriller, but it's way too comical to be a straight up action thriller, the humour is prevelant throughout, it's a black comedy, and for my money, it's one of the best of them, some of the situations are outrageous.It's almost a little surreal at times, let's be clear, this is not based on any real life events, what it is however is thoroughly entertaining. It will make you want to watch the TV series.I will never tire of hearing the word 'Marge,' and if you're watching for the first time, you'll hear it a lot, you'll also hear some curious accents.Very well acted, William H. Macy and Steve Buscemi nailed it for me.I'd have gone crazy at that lake too!8/10."
Bored_Dragon,"Mar 5, 2020",6/10,"This movie ranks in the IMDb top 250 and has won two Oscars out of seven nominations, not to mention its cult status. If I didn't know all this, it would have left me without a special impression. But this way, it left me completely shocked. I honestly wonder who's crazy here. ""Fargo"" won an Academy Award for Best Writing, Screenplay Written Directly for the Screen. Okay, on paper this story really has great potential. I can also understand William H. Macy's nomination somewhat. But nominations for Best Picture and directing?! Really, WTF?! All the characters in the film, except the cold-blooded sociopath, are portrayed as slightly falling behind in their mental development. Both their actions and how they are portrayed by the cast cause chronic embarrassment transfers throughout the film. Something like that would work in some types of comedy, but with such characters and acting, to call this movie a drama or a thriller ... WTF ?! Directing also has nothing to do with these genres. Drama and tension do not occur even in trace amounts. The story may be a true event, and in reality it was probably a drama and a thriller, but the way it is presented in this movie is totally frivolous. It had the potential for upsetting drama, for a suspenseful thriller, and even for a morbid comedy, but this mix of the Coen brothers looks like a clumsy result of their hesitation to opt for the genre. Watchable, but probably the most overrated movie I saw in years.6/10"
cmkdakota-65369,"Dec 5, 2023",10/10,"This is one of those movies that emotes nostalgia from the viewer....even years later. I score very few movies a perfect 10, but this one is even kiel to Three Billboards over Missouri, also with Frances McDormand rocking her role.The fascination of the personalities, voice and diction of the residence of the northernmost portions of Minnesota, and North Dakota provides a fabulous foundation for this iconic movie.This movie is broken down into various scenes that might give you a moment of disconnect when they start, but they flow perfectly once you realize what is going on.Put very likable people in tragic and murderous situations and you have an almost Shakespearean tragic comedy....and that is hard to emulate."
