user,date,rating,content
ravesch-83770,"Oct 29, 2021",10/10,"Sometimes I just need to see the start. Or end. Or a trailer. Or the music and theme from Hans Zimmer. Or the whole movie. Just to feel that thing, I only get from this movie. That the earth, space and time are something special, mystical. I never forget the first time I saw this movie, in an IMAX theatre in 2014. I was struck by it. Totally got me. And it stil does, 7 years later. This is the best movie ever made for me. Because of the feeling it gives me, no other movie can. So hard to get all of this emotion in only one movie. Brilliant."
Ksa-2010,"Jun 26, 2019",10/10,"After watching this insane movie in the theatres back in 2014 I swore to god I will wait 5 years to watch it again so I get to forget it and experince the insanity it has again
This without doubt is THE BEST MOVIE EVER MADE"
kosmasp,"May 31, 2015",10/10,"A lot has been said and written about Interstellar. You can obviously take apart any movie that is out there. You'll either love this one or you won't. I kind of would have loved to have watched this on an IMAX screen, the sheer scope of the whole thing. It's just amazing, what Nolan has put on screen here. It's not only the visual experience (there is no 3D here by the way), it's the story/ride you take with it. It might be clear to some earlier than to others, where it's heading (no pun intended), but it doesn't change the fact that it's beautiful ... and terrifying at the same time.Going out and saying this will be considered a classic, might not be too far stretched, but you still can never predict those things. The deserved love the movie gets on IMDb and other places would be an indicator that this will ring true though. The acting is really good, but I can understand if some people have issues with the ending. But the movie had to end in one way or another. It's the best possible way this could go, even if it's not in our grasps just yet ..."
e-jackson1985,"May 8, 2022",10/10,"Amongst the best movies of all time. The story, the acting, the script, the cinematography, the effects, the sound and the production as a whole is all absolute 10/10's.But what beats all of that is Hans Zimmers compositions. How he continues to churn out perfection to the senses is mindblowing."
Jared_Andrews,"Apr 13, 2016",10/10,"Interstellar is a movie like no other. Unlike many apocalyptic sci-fi films that feature advanced technology as the source of our destruction (ala The Terminator movies), it instead asserts that technology will save us.Not everyone in Interstellar recognizes the potential of advanced technology. Most dismiss it as a waste of time and resources, and not just old curmudgeons feel this way. Thoughtful, intelligent young characters share this sentiment. This belief gained steam following a world-wide blight that wiped out the vast majority of life on earth—crops and humans.Farming became paramount while advanced technology was deemed frivolous. Cooper (McConaughey) remains one of the few survivors who still appreciates the need for engineering. He feels like a man lost in time, until he stumbles into the headquarters of NASA (which had been operating in secret due to public disapproval). Here he meets others who realize that a return to our old ways is unsustainable and will ultimately lead to our demise. We need technology to save us. As Michael Caine, playing the brilliant (duh!) Professor Brand, eloquently tells Cooper, ""we were never meant to save the world. We were meant to leave it."" For a movie that won an Oscar for Best Visual Effects (and deservedly so) the sound stole the show. Hans Zimmer (Dark Knight Trilogy) unleashed a performance that was, quite appropriately, out of this world. Never have I seen a movie elevated so much by its score. The sound literally took my breath away. Forgive me for the next paragraph. I will gush irresponsibly about the magic that is this movie's sound. Skip it if you please. You have your warning.The music fueled every important scene. In every meaningful moment Zimmer's harmonies captivated watchers' attention in the way of a coach commanding a locker room with a pregame speech. The music elucidated those emotional scenes, particularly ones featuring Cooper and his daughter, in a way that no words or visual ques possibly could. I sat frozen, jaw agape, with tears pouring down my cheeks as the music completely overwhelmed my emotions. The sound penetrated my soul and reverberated through my body, flowing to my appendages, supplying me with life like a heartbeat pumping blood through my veins. The music was truly the life force of movie.Yes, we all witnessed a visual triumph, a daring creative wonder the likes of which we haven't encountered since Inception. Yes, nearly every actor's performance proved worthy of commendation. McConaughey is on fire. Chastain is blossoming into a star. At this point Michael Cain exudes such knowledge and wisdom by merely appearing on screen that if he were cast as Albert Einstein, people would wonder if the role were beneath him. All this considered, and the sound still towered over everything.I walked out of the theater believing that I had experienced something unique, something truly special. Interstellar inspires, it awes, and above all it entertains. I cannot ask for more than that."
the_danny,"Jan 2, 2025",10/10,"I think of movies as an art form that evokes emotions in us, homo sapiens. Interstellar is one of those rare pieces of art that stirs the deepest, unexplainable feelings about what it means to be alive-aware of our temporary existence yet capable of imagining beyond time, into the infinite. Its exploration of love, sacrifice, and the unknown feels profoundly human, connecting us to something greater. The visuals are breathtaking, the score is hauntingly beautiful, and the story resonates on an emotional and philosophical level. This movie made me cry, not just for its sadness, but for its sheer, overwhelming beauty."
Patterson13,"Apr 8, 2015",10/10,"This movie was the best written, acted, visual effected, etc. movie. This movie was the best movie I have ever seen. I am a huge Christopher Nolan fan and this movie was his finest. Matthew McConaughey turned in his best performance of his lifetime. Anne Hathaway was an amazing supporting actress and compared to her performance in Les Miserables, I have no idea how she didn't get an Oscar for this. The visual effects were more than just Oscar worthy. They were pioneering. I have never seen anything like it. One thing I would recommend is having a little previous knowledge about space. Not like Einstein stuff though. I would recommend you see this movie as fast as you can if you are a Nolan fan or not. I give this movie a rating of 97 out of 100."
theoledoux,"Apr 6, 2021",N/A,"I think just about everything has been said about this film now. But, I can still tell you what this masterpiece is to me. To me, this movie is possibly the most relevant movie ever, because it questions our own humanity relative to the Universe. Whether that's our ability to love, think, or persevere and walk into the unknown. We are explorers, and curious at heart. This untameable curiosity is not our end, but our beginning. It is what advanced this civilization and it will continue to do so. So never, never let anybody tell you that we shouldn't look towards the stars and wonder, because that's what makes us human. Without this stargazing we are merely animals, accepting our fate in the dust..."
aheaven2005,"Jun 25, 2022",10/10,A science-fiction masterpiece. Nolan executes a marvelous direction that slowly but efficiently puts in place a dark world creating a necessity to save humanity. Add to that great performances from Nolan and Hathaway plus a great score from Hans Zimmer. The result is on the best science-fiction movies of all time.
gonzaloltovilla,"Oct 29, 2014",6/10,"I will keep this short for the sake of not spoiling anything.Right off i should say I love Nolan. I adore most of his movies, and Interstellar is no exception. It is a marvelous piece of work whose visuals will be hard to forget. His shots of space and the way he played with colors is rather masterful. Maybe i expected it to be greater than what i saw, but even though i was moved by the movie i did not quite feel like he created something great with 'Interstellar.' This could be attributed maybe to his overuse of sentimentalism in the father-daughter relationship he creates. Nolan really tries to make you cry with this one. I have never seen him use such powerful emotions in his movies; however that is not necessarily a good thing for this movie, given that he uses his time trying to develop a family relationship at the expense of flow and congruency. Again, the Visuals are completely off the charts. The visual imagery is truly beautiful and something that Nolan has always excelled at. Given that the most visually stunning movie in recent years, Gravity, recently came out, Interstellar does not lag behind and shows you a spectacle of Visual effects.He will most likely win Visual effects at the Oscars. The Hans's score is marvelous and will most likely earn an Oscar nomination. Matthew Mcconaughey's acting is good, but nothing stellar, especially coming off the best acting role of his career. He plays the character like it should be played, but Nolan's characters never being truly drawn out or rounded does not help him any.The same can be said for the rest of the cast. The little girl was marvelous though. I do not want to reveal any piece of the story whatsoever, but i have to say, it is one of the most original scripts i've ever seen.Ultimately this movie is entertaining. There is no way Nolan can miss that. Another great thing that Nolan excels at is INSPIRING. By the time the credits rolled and people walked out, I sat there still in awe at the strong sense of human will the movie conveys. Personally, I don't think this is Nolan's best. I believe Memento stands as his masterpiece. But with Nolan, everyone has their own favorite movie. Maybe for some, Interstellar will be their favorite movie, for it is really Nolan's most ambitious and visually-striking work.By the way, Anyone else who even tries to compare Interstellar to ""2001: A Space Odyssey"" is out of their mind. Kubrick's mission was to create art. Nolan in ""Interstellar"" sets to awe and inspire its audiences. It is truly a great piece of work."
fontenlabrador,"Apr 17, 2019",10/10,All is amazing. I can't describe anything. It's a film that leads you to think about yourself and your plans in your life. I am a real series/movies' lover and... This was awesome.
mvider82,"Nov 7, 2014",5/10,"I do not know what kind of PR team the production team has hired to promote this film, but obviously they are doing great job as it has already higher score than Inception... Seriously guys??? This film has 5/10 stars at best, and even that for just potential. Rest of it is lost because the film has absolutely no logic to it.Stupid, illogical and at times really boring and long. Even though I am no scientist, it was so stupid on so many levels with even the most basic of facts that I have no comments to this....Set your expectations low- no way in hell does this film deserve any of that praise posted here...."
christopher-stiedl,"Dec 14, 2015",10/10,"Interstellar - ReviewCertain things in life are precious. Very precious. And so was the Film for me.Why you might ask?Well seldom do i get the chance where i find myself sitting in a cinema anxious and intrigued by what might come. In a time where trailers are omnipresent and going to the movies without having seen one seems unreasonable, outright stupid to some i had the magical chance to find myself in front of the IMAX on a cold November night with 2 tickets to Interstellar. My only knowledge was that Nolan directed it and McConaughey stars in it.The images were brilliant the acting was top notch and everything was blended together by Hans Zimmer and his Music. 169 minutes flew by me with my eyes fixed on the screen and my heart racing. And there it was.. The ending. I couldn't believe it . I was reliving, rethinking the movie while the credit scenes rolled enjoying the moment, the smell of popcorn, my comfortable seat and what do i see next to me? Ninety percent of the people in the cinema rushing outside after the first second of the credit scenes....Well apparently people enjoy movies different than i do. Maybe i should start watching trailers again :)."
mysteryvoiceman,"Jun 24, 2018",10/10,"I hadn't seen this but movie and caught it on a flight back from the DR. 
One of my favorite movies of all time. I would give the first half of the movie an 11/10, just completely enjoyed it as a sci fi/ thriller(in the sense of so much always being on the line). I loved the acting and just yeah, a great movie and one you should go see if you never have"
